"","site","Hydro_Metric","Biol","Threshold","Bio_threshold","High","Low","Direction"
"341",201040,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"342",201040,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"343",201040,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"344",201040,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"345",201040,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"346",201040,"SP_Tim","CSCI","Threshold75",0.79,91.6666666666667,8.33333333333333,"High"
"347",201040,"SP_Tim","CSCI","Threshold75",0.92,92.3076923076923,7.69230769230769,"High"
"348",201041,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"349",201041,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"350",201041,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"351",201041,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"352",201041,"DS_Dur_WS","ASCI","Threshold75",0.75,50,50,"Uncertain"
"353",201041,"DS_Dur_WS","ASCI","Threshold75",0.86,50,50,"Uncertain"
"354",201041,"DS_Dur_WS","ASCI","Threshold75",0.94,57.1428571428571,42.8571428571429,"Uncertain"
"355",201041,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"356",201041,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"357",201041,"DS_Dur_WS","CSCI","Threshold50",0.79,60,40,"High"
"358",201041,"DS_Dur_WS","CSCI","Threshold50",0.92,62.5,37.5,"High"
"359",201041,"DS_Dur_WS","CSCI","Threshold75",0.63,25,75,"Low"
"360",201041,"DS_Dur_WS","CSCI","Threshold75",0.79,57.1428571428571,42.8571428571429,"Uncertain"
"361",201041,"DS_Dur_WS","CSCI","Threshold75",0.92,55.5555555555556,44.4444444444444,"Uncertain"
"362",201041,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"363",201041,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"364",201041,"Q99","ASCI","Threshold75",0.75,100,NA,"High"
"365",201041,"Q99","ASCI","Threshold75",0.86,100,NA,"High"
"366",201041,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"367",201041,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"368",201041,"Q99","CSCI","Threshold50",0.79,100,NA,"High"
"369",201041,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"370",201041,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"371",201041,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"372",201041,"SP_Dur","ASCI","Threshold25",0.75,40,60,"Low"
"373",201041,"SP_Dur","ASCI","Threshold25",0.86,22.2222222222222,77.7777777777778,"Low"
"374",201041,"SP_Dur","ASCI","Threshold25",0.94,22.2222222222222,77.7777777777778,"Low"
"375",201041,"SP_Dur","ASCI","Threshold50",0.75,20,80,"Low"
"376",201041,"SP_Dur","ASCI","Threshold50",0.86,21.4285714285714,78.5714285714286,"Low"
"377",201041,"SP_Dur","ASCI","Threshold50",0.94,25,75,"Low"
"378",201041,"SP_Dur","ASCI","Threshold75",0.75,27.7777777777778,72.2222222222222,"Low"
"379",201041,"SP_Dur","ASCI","Threshold75",0.86,28.5714285714286,71.4285714285714,"Low"
"380",201041,"SP_Dur","ASCI","Threshold75",0.94,27.2727272727273,72.7272727272727,"Low"
"381",201041,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"382",201041,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"383",201041,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"384",201041,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"385",201041,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"386",201041,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"387",201041,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"388",201041,"SP_Tim","CSCI","Threshold75",0.79,91.6666666666667,8.33333333333333,"High"
"389",201041,"SP_Tim","CSCI","Threshold75",0.92,92.3076923076923,7.69230769230769,"High"
"390",201050,"DS_Dur_WS","ASCI","Threshold25",0.75,100,NA,"High"
"391",201050,"DS_Dur_WS","ASCI","Threshold25",0.86,100,NA,"High"
"392",201050,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"393",201050,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"394",201050,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"395",201050,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"396",201050,"DS_Dur_WS","ASCI","Threshold75",0.75,87.5,12.5,"High"
"397",201050,"DS_Dur_WS","ASCI","Threshold75",0.86,88.8888888888889,11.1111111111111,"High"
"398",201050,"DS_Dur_WS","ASCI","Threshold75",0.94,88.8888888888889,11.1111111111111,"High"
"399",201050,"DS_Dur_WS","CSCI","Threshold25",0.63,100,NA,"High"
"400",201050,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"401",201050,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"402",201050,"DS_Dur_WS","CSCI","Threshold50",0.63,100,NA,"High"
"403",201050,"DS_Dur_WS","CSCI","Threshold50",0.79,87.5,12.5,"High"
"404",201050,"DS_Dur_WS","CSCI","Threshold50",0.92,88.8888888888889,11.1111111111111,"High"
"405",201050,"DS_Dur_WS","CSCI","Threshold75",0.63,75,25,"High"
"406",201050,"DS_Dur_WS","CSCI","Threshold75",0.79,88.8888888888889,11.1111111111111,"High"
"407",201050,"DS_Dur_WS","CSCI","Threshold75",0.92,90,10,"High"
"408",201050,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"409",201050,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"410",201050,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"411",201050,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"412",201050,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"413",201050,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"414",201050,"SP_Dur","ASCI","Threshold25",0.75,40,60,"Low"
"415",201050,"SP_Dur","ASCI","Threshold25",0.86,25,75,"Low"
"416",201050,"SP_Dur","ASCI","Threshold25",0.94,20,80,"Low"
"417",201050,"SP_Dur","ASCI","Threshold50",0.75,16.6666666666667,83.3333333333333,"Low"
"418",201050,"SP_Dur","ASCI","Threshold50",0.86,14.2857142857143,85.7142857142857,"Low"
"419",201050,"SP_Dur","ASCI","Threshold50",0.94,17.6470588235294,82.3529411764706,"Low"
"420",201050,"SP_Dur","ASCI","Threshold75",0.75,17.6470588235294,82.3529411764706,"Low"
"421",201050,"SP_Dur","ASCI","Threshold75",0.86,16.6666666666667,83.3333333333333,"Low"
"422",201050,"SP_Dur","ASCI","Threshold75",0.94,20,80,"Low"
"423",201050,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"424",201050,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"425",201050,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"426",201050,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"427",201050,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"428",201050,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"429",201050,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"430",201050,"SP_Tim","CSCI","Threshold75",0.79,87.5,12.5,"High"
"431",201050,"SP_Tim","CSCI","Threshold75",0.92,87.5,12.5,"High"
"432",201060,"DS_Dur_WS","ASCI","Threshold25",0.75,100,NA,"High"
"433",201060,"DS_Dur_WS","ASCI","Threshold25",0.86,100,NA,"High"
"434",201060,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"435",201060,"DS_Dur_WS","ASCI","Threshold50",0.75,66.6666666666667,33.3333333333333,"High"
"436",201060,"DS_Dur_WS","ASCI","Threshold50",0.86,66.6666666666667,33.3333333333333,"High"
"437",201060,"DS_Dur_WS","ASCI","Threshold50",0.94,77.7777777777778,22.2222222222222,"High"
"438",201060,"DS_Dur_WS","ASCI","Threshold75",0.75,42.8571428571429,57.1428571428571,"Uncertain"
"439",201060,"DS_Dur_WS","ASCI","Threshold75",0.86,60,40,"High"
"440",201060,"DS_Dur_WS","ASCI","Threshold75",0.94,61.5384615384615,38.4615384615385,"High"
"441",201060,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"442",201060,"DS_Dur_WS","CSCI","Threshold25",0.92,88.8888888888889,11.1111111111111,"High"
"443",201060,"DS_Dur_WS","CSCI","Threshold50",0.63,50,50,"Uncertain"
"444",201060,"DS_Dur_WS","CSCI","Threshold50",0.79,50,50,"Uncertain"
"445",201060,"DS_Dur_WS","CSCI","Threshold50",0.92,66.6666666666667,33.3333333333333,"High"
"446",201060,"DS_Dur_WS","CSCI","Threshold75",0.63,33.3333333333333,66.6666666666667,"Low"
"447",201060,"DS_Dur_WS","CSCI","Threshold75",0.79,58.3333333333333,41.6666666666667,"Uncertain"
"448",201060,"DS_Dur_WS","CSCI","Threshold75",0.92,61.5384615384615,38.4615384615385,"High"
"449",201060,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"450",201060,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"451",201060,"Q99","ASCI","Threshold75",0.86,100,NA,"High"
"452",201060,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"453",201060,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"454",201060,"Q99","CSCI","Threshold50",0.79,100,NA,"High"
"455",201060,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"456",201060,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"457",201060,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"458",201060,"SP_Dur","ASCI","Threshold25",0.75,60,40,"High"
"459",201060,"SP_Dur","ASCI","Threshold25",0.86,42.8571428571429,57.1428571428571,"Uncertain"
"460",201060,"SP_Dur","ASCI","Threshold25",0.94,37.5,62.5,"Low"
"461",201060,"SP_Dur","ASCI","Threshold50",0.75,27.2727272727273,72.7272727272727,"Low"
"462",201060,"SP_Dur","ASCI","Threshold50",0.86,28.5714285714286,71.4285714285714,"Low"
"463",201060,"SP_Dur","ASCI","Threshold50",0.94,41.1764705882353,58.8235294117647,"Uncertain"
"464",201060,"SP_Dur","ASCI","Threshold75",0.75,41.1764705882353,58.8235294117647,"Uncertain"
"465",201060,"SP_Dur","ASCI","Threshold75",0.86,38.8888888888889,61.1111111111111,"Low"
"466",201060,"SP_Dur","ASCI","Threshold75",0.94,36.8421052631579,63.1578947368421,"Low"
"467",201060,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"468",201060,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"469",201060,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"470",201060,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"471",201060,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"472",201060,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"473",201060,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"474",201060,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"475",201060,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"476",201061,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"477",201061,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"478",201061,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"479",201061,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"480",201061,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"481",201061,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"482",201061,"DS_Dur_WS","ASCI","Threshold75",0.94,100,NA,"High"
"483",201061,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"484",201061,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"485",201061,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"486",201061,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"487",201061,"DS_Dur_WS","CSCI","Threshold75",0.63,100,NA,"High"
"488",201061,"DS_Dur_WS","CSCI","Threshold75",0.79,100,NA,"High"
"489",201061,"DS_Dur_WS","CSCI","Threshold75",0.92,50,50,"Uncertain"
"490",201061,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"491",201061,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"492",201061,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"493",201061,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"494",201061,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"495",201061,"SP_Dur","ASCI","Threshold25",0.75,100,NA,"High"
"496",201061,"SP_Dur","ASCI","Threshold25",0.86,75,25,"High"
"497",201061,"SP_Dur","ASCI","Threshold25",0.94,75,25,"High"
"498",201061,"SP_Dur","ASCI","Threshold50",0.75,75,25,"High"
"499",201061,"SP_Dur","ASCI","Threshold50",0.86,66.6666666666667,33.3333333333333,"High"
"500",201061,"SP_Dur","ASCI","Threshold50",0.94,66.6666666666667,33.3333333333333,"High"
"501",201061,"SP_Dur","ASCI","Threshold75",0.75,66.6666666666667,33.3333333333333,"High"
"502",201061,"SP_Dur","ASCI","Threshold75",0.86,62.5,37.5,"High"
"503",201061,"SP_Dur","ASCI","Threshold75",0.94,62.5,37.5,"High"
"504",201061,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"505",201061,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"506",201061,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"507",201061,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"508",201061,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"509",201061,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"510",201061,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"511",201062,"DS_Dur_WS","ASCI","Threshold25",0.75,100,NA,"High"
"512",201062,"DS_Dur_WS","ASCI","Threshold25",0.86,100,NA,"High"
"513",201062,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"514",201062,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"515",201062,"DS_Dur_WS","ASCI","Threshold50",0.86,100,NA,"High"
"516",201062,"DS_Dur_WS","ASCI","Threshold50",0.94,85.7142857142857,14.2857142857143,"High"
"517",201062,"DS_Dur_WS","ASCI","Threshold75",0.75,50,50,"Uncertain"
"518",201062,"DS_Dur_WS","ASCI","Threshold75",0.86,50,50,"Uncertain"
"519",201062,"DS_Dur_WS","ASCI","Threshold75",0.94,58.3333333333333,41.6666666666667,"Uncertain"
"520",201062,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"521",201062,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"522",201062,"DS_Dur_WS","CSCI","Threshold50",0.63,100,NA,"High"
"523",201062,"DS_Dur_WS","CSCI","Threshold50",0.79,66.6666666666667,33.3333333333333,"High"
"524",201062,"DS_Dur_WS","CSCI","Threshold50",0.92,63.6363636363636,36.3636363636364,"High"
"525",201062,"DS_Dur_WS","CSCI","Threshold75",0.63,33.3333333333333,66.6666666666667,"Low"
"526",201062,"DS_Dur_WS","CSCI","Threshold75",0.79,54.5454545454545,45.4545454545455,"Uncertain"
"527",201062,"DS_Dur_WS","CSCI","Threshold75",0.92,50,50,"Uncertain"
"528",201062,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"529",201062,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"530",201062,"Q99","ASCI","Threshold75",0.86,100,NA,"High"
"531",201062,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"532",201062,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"533",201062,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"534",201062,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"535",201062,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"536",201062,"SP_Dur","ASCI","Threshold25",0.75,80,20,"High"
"537",201062,"SP_Dur","ASCI","Threshold25",0.86,83.3333333333333,16.6666666666667,"High"
"538",201062,"SP_Dur","ASCI","Threshold25",0.94,75,25,"High"
"539",201062,"SP_Dur","ASCI","Threshold50",0.75,66.6666666666667,33.3333333333333,"High"
"540",201062,"SP_Dur","ASCI","Threshold50",0.86,42.8571428571429,57.1428571428571,"Uncertain"
"541",201062,"SP_Dur","ASCI","Threshold50",0.94,46.6666666666667,53.3333333333333,"Uncertain"
"542",201062,"SP_Dur","ASCI","Threshold75",0.75,43.75,56.25,"Uncertain"
"543",201062,"SP_Dur","ASCI","Threshold75",0.86,43.75,56.25,"Uncertain"
"544",201062,"SP_Dur","ASCI","Threshold75",0.94,43.75,56.25,"Uncertain"
"545",201062,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"546",201062,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"547",201062,"SP_Tim","CSCI","Threshold50",0.63,85.7142857142857,14.2857142857143,"High"
"548",201062,"SP_Tim","CSCI","Threshold50",0.79,90,10,"High"
"549",201062,"SP_Tim","CSCI","Threshold50",0.92,90.9090909090909,9.09090909090909,"High"
"550",201062,"SP_Tim","CSCI","Threshold75",0.63,90,10,"High"
"551",201062,"SP_Tim","CSCI","Threshold75",0.79,90.9090909090909,9.09090909090909,"High"
"552",201062,"SP_Tim","CSCI","Threshold75",0.92,90.9090909090909,9.09090909090909,"High"
"553",201070,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"554",201070,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"555",201070,"DS_Dur_WS","ASCI","Threshold50",0.86,66.6666666666667,33.3333333333333,"High"
"556",201070,"DS_Dur_WS","ASCI","Threshold50",0.94,87.5,12.5,"High"
"557",201070,"DS_Dur_WS","ASCI","Threshold75",0.75,60,40,"High"
"558",201070,"DS_Dur_WS","ASCI","Threshold75",0.86,60,40,"High"
"559",201070,"DS_Dur_WS","ASCI","Threshold75",0.94,77.7777777777778,22.2222222222222,"High"
"560",201070,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"561",201070,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"562",201070,"DS_Dur_WS","CSCI","Threshold50",0.79,75,25,"High"
"563",201070,"DS_Dur_WS","CSCI","Threshold50",0.92,87.5,12.5,"High"
"564",201070,"DS_Dur_WS","CSCI","Threshold75",0.63,50,50,"Uncertain"
"565",201070,"DS_Dur_WS","CSCI","Threshold75",0.79,75,25,"High"
"566",201070,"DS_Dur_WS","CSCI","Threshold75",0.92,80,20,"High"
"567",201070,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"568",201070,"Q99","ASCI","Threshold50",0.86,100,NA,"High"
"569",201070,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"570",201070,"Q99","ASCI","Threshold75",0.75,100,NA,"High"
"571",201070,"Q99","ASCI","Threshold75",0.86,100,NA,"High"
"572",201070,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"573",201070,"Q99","CSCI","Threshold25",0.79,100,NA,"High"
"574",201070,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"575",201070,"Q99","CSCI","Threshold50",0.79,100,NA,"High"
"576",201070,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"577",201070,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"578",201070,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"579",201070,"SP_Dur","ASCI","Threshold25",0.75,100,NA,"High"
"580",201070,"SP_Dur","ASCI","Threshold25",0.86,20,80,"Low"
"581",201070,"SP_Dur","ASCI","Threshold25",0.94,14.2857142857143,85.7142857142857,"Low"
"582",201070,"SP_Dur","ASCI","Threshold50",0.75,12.5,87.5,"Low"
"583",201070,"SP_Dur","ASCI","Threshold50",0.86,9.09090909090909,90.9090909090909,"Low"
"584",201070,"SP_Dur","ASCI","Threshold50",0.94,14.2857142857143,85.7142857142857,"Low"
"585",201070,"SP_Dur","ASCI","Threshold75",0.75,13.3333333333333,86.6666666666667,"Low"
"586",201070,"SP_Dur","ASCI","Threshold75",0.86,14.2857142857143,85.7142857142857,"Low"
"587",201070,"SP_Dur","ASCI","Threshold75",0.94,13.0434782608696,86.9565217391304,"Low"
"588",201070,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"589",201070,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"590",201070,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"591",201070,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"592",201070,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"593",201070,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"594",201070,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"595",201070,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"596",201070,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"597",201080,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"598",201080,"DS_Dur_WS","ASCI","Threshold50",0.75,100,NA,"High"
"599",201080,"DS_Dur_WS","ASCI","Threshold50",0.86,83.3333333333333,16.6666666666667,"High"
"600",201080,"DS_Dur_WS","ASCI","Threshold50",0.94,87.5,12.5,"High"
"601",201080,"DS_Dur_WS","ASCI","Threshold75",0.75,62.5,37.5,"High"
"602",201080,"DS_Dur_WS","ASCI","Threshold75",0.86,62.5,37.5,"High"
"603",201080,"DS_Dur_WS","ASCI","Threshold75",0.94,75,25,"High"
"604",201080,"DS_Dur_WS","CSCI","Threshold25",0.79,100,NA,"High"
"605",201080,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"606",201080,"DS_Dur_WS","CSCI","Threshold50",0.79,83.3333333333333,16.6666666666667,"High"
"607",201080,"DS_Dur_WS","CSCI","Threshold50",0.92,90,10,"High"
"608",201080,"DS_Dur_WS","CSCI","Threshold75",0.63,50,50,"Uncertain"
"609",201080,"DS_Dur_WS","CSCI","Threshold75",0.79,70,30,"High"
"610",201080,"DS_Dur_WS","CSCI","Threshold75",0.92,75,25,"High"
"611",201080,"Q99","ASCI","Threshold25",0.94,100,NA,"High"
"612",201080,"Q99","ASCI","Threshold50",0.86,100,NA,"High"
"613",201080,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"614",201080,"Q99","ASCI","Threshold75",0.75,100,NA,"High"
"615",201080,"Q99","ASCI","Threshold75",0.86,100,NA,"High"
"616",201080,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"617",201080,"Q99","CSCI","Threshold25",0.79,100,NA,"High"
"618",201080,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"619",201080,"Q99","CSCI","Threshold50",0.79,100,NA,"High"
"620",201080,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"621",201080,"Q99","CSCI","Threshold75",0.63,100,NA,"High"
"622",201080,"Q99","CSCI","Threshold75",0.79,100,NA,"High"
"623",201080,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"624",201080,"SP_Dur","ASCI","Threshold25",0.75,50,50,"Uncertain"
"625",201080,"SP_Dur","ASCI","Threshold25",0.86,16.6666666666667,83.3333333333333,"Low"
"626",201080,"SP_Dur","ASCI","Threshold25",0.94,16.6666666666667,83.3333333333333,"Low"
"627",201080,"SP_Dur","ASCI","Threshold50",0.75,12.5,87.5,"Low"
"628",201080,"SP_Dur","ASCI","Threshold50",0.86,8.33333333333333,91.6666666666667,"Low"
"629",201080,"SP_Dur","ASCI","Threshold50",0.94,13.3333333333333,86.6666666666667,"Low"
"630",201080,"SP_Dur","ASCI","Threshold75",0.75,13.3333333333333,86.6666666666667,"Low"
"631",201080,"SP_Dur","ASCI","Threshold75",0.86,9.52380952380952,90.4761904761905,"Low"
"632",201080,"SP_Dur","ASCI","Threshold75",0.94,9.09090909090909,90.9090909090909,"Low"
"633",201080,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"634",201080,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"635",201080,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"636",201080,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"637",201080,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"638",201080,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"639",201080,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"640",201080,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"641",201080,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"642",201090,"DS_Dur_WS","ASCI","Threshold25",0.94,100,NA,"High"
"643",201090,"DS_Dur_WS","ASCI","Threshold50",0.94,100,NA,"High"
"644",201090,"DS_Dur_WS","ASCI","Threshold75",0.75,100,NA,"High"
"645",201090,"DS_Dur_WS","ASCI","Threshold75",0.86,100,NA,"High"
"646",201090,"DS_Dur_WS","ASCI","Threshold75",0.94,100,NA,"High"
"647",201090,"DS_Dur_WS","CSCI","Threshold25",0.92,100,NA,"High"
"648",201090,"DS_Dur_WS","CSCI","Threshold50",0.79,100,NA,"High"
"649",201090,"DS_Dur_WS","CSCI","Threshold50",0.92,100,NA,"High"
"650",201090,"DS_Dur_WS","CSCI","Threshold75",0.79,100,NA,"High"
"651",201090,"DS_Dur_WS","CSCI","Threshold75",0.92,100,NA,"High"
"652",201090,"Q99","ASCI","Threshold50",0.94,100,NA,"High"
"653",201090,"Q99","ASCI","Threshold75",0.94,100,NA,"High"
"654",201090,"Q99","CSCI","Threshold25",0.92,100,NA,"High"
"655",201090,"Q99","CSCI","Threshold50",0.92,100,NA,"High"
"656",201090,"Q99","CSCI","Threshold75",0.92,100,NA,"High"
"657",201090,"SP_Dur","ASCI","Threshold25",0.75,33.3333333333333,66.6666666666667,"Low"
"658",201090,"SP_Dur","ASCI","Threshold25",0.86,25,75,"Low"
"659",201090,"SP_Dur","ASCI","Threshold25",0.94,25,75,"Low"
"660",201090,"SP_Dur","ASCI","Threshold50",0.75,25,75,"Low"
"661",201090,"SP_Dur","ASCI","Threshold50",0.86,16.6666666666667,83.3333333333333,"Low"
"662",201090,"SP_Dur","ASCI","Threshold50",0.94,16.6666666666667,83.3333333333333,"Low"
"663",201090,"SP_Dur","ASCI","Threshold75",0.75,16.6666666666667,83.3333333333333,"Low"
"664",201090,"SP_Dur","ASCI","Threshold75",0.86,16.6666666666667,83.3333333333333,"Low"
"665",201090,"SP_Dur","ASCI","Threshold75",0.94,16.6666666666667,83.3333333333333,"Low"
"666",201090,"SP_Tim","CSCI","Threshold25",0.63,100,NA,"High"
"667",201090,"SP_Tim","CSCI","Threshold25",0.79,100,NA,"High"
"668",201090,"SP_Tim","CSCI","Threshold25",0.92,100,NA,"High"
"669",201090,"SP_Tim","CSCI","Threshold50",0.63,100,NA,"High"
"670",201090,"SP_Tim","CSCI","Threshold50",0.79,100,NA,"High"
"671",201090,"SP_Tim","CSCI","Threshold50",0.92,100,NA,"High"
"672",201090,"SP_Tim","CSCI","Threshold75",0.63,100,NA,"High"
"673",201090,"SP_Tim","CSCI","Threshold75",0.79,100,NA,"High"
"674",201090,"SP_Tim","CSCI","Threshold75",0.92,100,NA,"High"
"675",201091,"DS_Dur_WS","ASCI","Threshold25",0.75,100,NA,"High"
"676",201091,"DS_Dur_WS","ASCI","Threshold25",0.86,100,NA,"High"
