site,Hydro_Metric,Biol,Threshold,Bio_threshold,Unaltered,Altered
201090,Q99,CSCI,Threshold25,0.63,100,0
201090,Q99,CSCI,Threshold25,0.79,100,0
201090,Q99,CSCI,Threshold25,0.92,88,12
201090,Q99,CSCI,Threshold50,0.63,100,0
201090,Q99,CSCI,Threshold50,0.79,100,0
201090,Q99,CSCI,Threshold50,0.92,68,32
201090,Q99,CSCI,Threshold75,0.63,100,0
201090,Q99,CSCI,Threshold75,0.79,100,0
201090,Q99,CSCI,Threshold75,0.92,24,76
201090,SP_Dur,ASCI,Threshold25,0.75,75,25
201090,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
201090,SP_Dur,ASCI,Threshold25,0.94,66.66666667,33.33333333
201090,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
201090,SP_Dur,ASCI,Threshold50,0.86,50,50
201090,SP_Dur,ASCI,Threshold50,0.94,50,50
201090,SP_Dur,ASCI,Threshold75,0.75,50,50
201090,SP_Dur,ASCI,Threshold75,0.86,50,50
201090,SP_Dur,ASCI,Threshold75,0.94,50,50
201090,SP_Tim,CSCI,Threshold25,0.63,83.33333333,16.66666667
201090,SP_Tim,CSCI,Threshold25,0.79,75,25
201090,SP_Tim,CSCI,Threshold25,0.92,75,25
201090,SP_Tim,CSCI,Threshold50,0.63,75,25
201090,SP_Tim,CSCI,Threshold50,0.79,75,25
201090,SP_Tim,CSCI,Threshold50,0.92,75,25
201090,SP_Tim,CSCI,Threshold75,0.63,75,25
201090,SP_Tim,CSCI,Threshold75,0.79,75,25
201090,SP_Tim,CSCI,Threshold75,0.92,75,25
201091,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
201091,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
201091,DS_Dur_WS,ASCI,Threshold25,0.94,0,100
201091,DS_Dur_WS,ASCI,Threshold50,0.75,0,100
201091,DS_Dur_WS,ASCI,Threshold50,0.86,0,100
201091,DS_Dur_WS,ASCI,Threshold50,0.94,0,100
201091,DS_Dur_WS,ASCI,Threshold75,0.75,0,100
201091,DS_Dur_WS,ASCI,Threshold75,0.86,0,100
201091,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
201091,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
201091,DS_Dur_WS,CSCI,Threshold25,0.79,0,100
201091,DS_Dur_WS,CSCI,Threshold25,0.92,0,100
201091,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
201091,DS_Dur_WS,CSCI,Threshold50,0.79,0,100
201091,DS_Dur_WS,CSCI,Threshold50,0.92,0,100
201091,DS_Dur_WS,CSCI,Threshold75,0.63,0,100
201091,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
201091,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
201091,Q99,ASCI,Threshold25,0.75,100,0
201091,Q99,ASCI,Threshold25,0.86,100,0
201091,Q99,ASCI,Threshold25,0.94,100,0
201091,Q99,ASCI,Threshold50,0.75,100,0
201091,Q99,ASCI,Threshold50,0.86,100,0
201091,Q99,ASCI,Threshold50,0.94,100,0
201091,Q99,ASCI,Threshold75,0.75,100,0
201091,Q99,ASCI,Threshold75,0.86,100,0
201091,Q99,ASCI,Threshold75,0.94,100,0
201091,Q99,CSCI,Threshold25,0.63,100,0
201091,Q99,CSCI,Threshold25,0.79,100,0
201091,Q99,CSCI,Threshold25,0.92,100,0
201091,Q99,CSCI,Threshold50,0.63,100,0
201091,Q99,CSCI,Threshold50,0.79,100,0
201091,Q99,CSCI,Threshold50,0.92,92,8
201091,Q99,CSCI,Threshold75,0.63,100,0
201091,Q99,CSCI,Threshold75,0.79,100,0
201091,Q99,CSCI,Threshold75,0.92,76,24
201091,SP_Dur,ASCI,Threshold25,0.75,50,50
201091,SP_Dur,ASCI,Threshold25,0.86,50,50
201091,SP_Dur,ASCI,Threshold25,0.94,50,50
201091,SP_Dur,ASCI,Threshold50,0.75,33.33333333,66.66666667
201091,SP_Dur,ASCI,Threshold50,0.86,33.33333333,66.66666667
201091,SP_Dur,ASCI,Threshold50,0.94,33.33333333,66.66666667
201091,SP_Dur,ASCI,Threshold75,0.75,16.66666667,83.33333333
201091,SP_Dur,ASCI,Threshold75,0.86,0,100
201091,SP_Dur,ASCI,Threshold75,0.94,0,100
201091,SP_Tim,CSCI,Threshold25,0.63,100,0
201091,SP_Tim,CSCI,Threshold25,0.79,66.66666667,33.33333333
201091,SP_Tim,CSCI,Threshold25,0.92,50,50
201091,SP_Tim,CSCI,Threshold50,0.63,66.66666667,33.33333333
201091,SP_Tim,CSCI,Threshold50,0.79,50,50
201091,SP_Tim,CSCI,Threshold50,0.92,50,50
201091,SP_Tim,CSCI,Threshold75,0.63,66.66666667,33.33333333
201091,SP_Tim,CSCI,Threshold75,0.79,50,50
201091,SP_Tim,CSCI,Threshold75,0.92,50,50
201100,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
201100,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
201100,DS_Dur_WS,ASCI,Threshold25,0.94,75,25
201100,DS_Dur_WS,ASCI,Threshold50,0.75,83.33333333,16.66666667
201100,DS_Dur_WS,ASCI,Threshold50,0.86,83.33333333,16.66666667
201100,DS_Dur_WS,ASCI,Threshold50,0.94,58.33333333,41.66666667
201100,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
201100,DS_Dur_WS,ASCI,Threshold75,0.86,58.33333333,41.66666667
201100,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
201100,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
201100,DS_Dur_WS,CSCI,Threshold25,0.79,83.33333333,16.66666667
201100,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
201100,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
201100,DS_Dur_WS,CSCI,Threshold50,0.79,75,25
201100,DS_Dur_WS,CSCI,Threshold50,0.92,41.66666667,58.33333333
201100,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
201100,DS_Dur_WS,CSCI,Threshold75,0.79,41.66666667,58.33333333
201100,DS_Dur_WS,CSCI,Threshold75,0.92,33.33333333,66.66666667
201100,Q99,ASCI,Threshold25,0.75,100,0
201100,Q99,ASCI,Threshold25,0.86,100,0
201100,Q99,ASCI,Threshold25,0.94,16,84
201100,Q99,ASCI,Threshold50,0.75,100,0
201100,Q99,ASCI,Threshold50,0.86,100,0
201100,Q99,ASCI,Threshold50,0.94,12,88
201100,Q99,ASCI,Threshold75,0.75,96,4
201100,Q99,ASCI,Threshold75,0.86,60,40
201100,Q99,ASCI,Threshold75,0.94,4,96
201100,Q99,CSCI,Threshold25,0.63,100,0
201100,Q99,CSCI,Threshold25,0.79,100,0
201100,Q99,CSCI,Threshold25,0.92,8,92
201100,Q99,CSCI,Threshold50,0.63,100,0
201100,Q99,CSCI,Threshold50,0.79,80,20
201100,Q99,CSCI,Threshold50,0.92,4,96
201100,Q99,CSCI,Threshold75,0.63,100,0
201100,Q99,CSCI,Threshold75,0.79,48,52
201100,Q99,CSCI,Threshold75,0.92,0,100
201100,SP_Dur,ASCI,Threshold25,0.75,80,20
201100,SP_Dur,ASCI,Threshold25,0.86,64,36
201100,SP_Dur,ASCI,Threshold25,0.94,64,36
201100,SP_Dur,ASCI,Threshold50,0.75,60,40
201100,SP_Dur,ASCI,Threshold50,0.86,40,60
201100,SP_Dur,ASCI,Threshold50,0.94,36,64
201100,SP_Dur,ASCI,Threshold75,0.75,28,72
201100,SP_Dur,ASCI,Threshold75,0.86,20,80
201100,SP_Dur,ASCI,Threshold75,0.94,20,80
201100,SP_Tim,CSCI,Threshold25,0.63,88,12
201100,SP_Tim,CSCI,Threshold25,0.79,64,36
201100,SP_Tim,CSCI,Threshold25,0.92,60,40
201100,SP_Tim,CSCI,Threshold50,0.63,64,36
201100,SP_Tim,CSCI,Threshold50,0.79,60,40
201100,SP_Tim,CSCI,Threshold50,0.92,60,40
201100,SP_Tim,CSCI,Threshold75,0.63,60,40
201100,SP_Tim,CSCI,Threshold75,0.79,56,44
201100,SP_Tim,CSCI,Threshold75,0.92,52,48
203010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
203010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
203010,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
203010,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
203010,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
203010,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
203010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
203010,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
203010,DS_Dur_WS,ASCI,Threshold75,0.94,25,75
203010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
203010,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
203010,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
203010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
203010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
203010,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
203010,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
203010,DS_Dur_WS,CSCI,Threshold75,0.79,25,75
203010,DS_Dur_WS,CSCI,Threshold75,0.92,25,75
203010,Q99,ASCI,Threshold25,0.75,100,0
203010,Q99,ASCI,Threshold25,0.86,100,0
203010,Q99,ASCI,Threshold25,0.94,88,12
203010,Q99,ASCI,Threshold50,0.75,100,0
203010,Q99,ASCI,Threshold50,0.86,100,0
203010,Q99,ASCI,Threshold50,0.94,60,40
203010,Q99,ASCI,Threshold75,0.75,100,0
203010,Q99,ASCI,Threshold75,0.86,100,0
203010,Q99,ASCI,Threshold75,0.94,16,84
203010,Q99,CSCI,Threshold25,0.63,100,0
203010,Q99,CSCI,Threshold25,0.79,100,0
203010,Q99,CSCI,Threshold25,0.92,36,64
203010,Q99,CSCI,Threshold50,0.63,100,0
203010,Q99,CSCI,Threshold50,0.79,100,0
203010,Q99,CSCI,Threshold50,0.92,12,88
203010,Q99,CSCI,Threshold75,0.63,100,0
203010,Q99,CSCI,Threshold75,0.79,100,0
203010,Q99,CSCI,Threshold75,0.92,12,88
203010,SP_Dur,ASCI,Threshold25,0.75,83.33333333,16.66666667
203010,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
203010,SP_Dur,ASCI,Threshold25,0.94,41.66666667,58.33333333
203010,SP_Dur,ASCI,Threshold50,0.75,41.66666667,58.33333333
203010,SP_Dur,ASCI,Threshold50,0.86,33.33333333,66.66666667
203010,SP_Dur,ASCI,Threshold50,0.94,25,75
203010,SP_Dur,ASCI,Threshold75,0.75,25,75
203010,SP_Dur,ASCI,Threshold75,0.86,16.66666667,83.33333333
203010,SP_Dur,ASCI,Threshold75,0.94,8.333333333,91.66666667
203010,SP_Tim,CSCI,Threshold25,0.63,83.33333333,16.66666667
203010,SP_Tim,CSCI,Threshold25,0.79,58.33333333,41.66666667
203010,SP_Tim,CSCI,Threshold25,0.92,41.66666667,58.33333333
203010,SP_Tim,CSCI,Threshold50,0.63,66.66666667,33.33333333
203010,SP_Tim,CSCI,Threshold50,0.79,41.66666667,58.33333333
203010,SP_Tim,CSCI,Threshold50,0.92,41.66666667,58.33333333
203010,SP_Tim,CSCI,Threshold75,0.63,50,50
203010,SP_Tim,CSCI,Threshold75,0.79,41.66666667,58.33333333
203010,SP_Tim,CSCI,Threshold75,0.92,41.66666667,58.33333333
204010,DS_Dur_WS,ASCI,Threshold25,0.75,90.90909091,9.090909091
204010,DS_Dur_WS,ASCI,Threshold25,0.86,72.72727273,27.27272727
204010,DS_Dur_WS,ASCI,Threshold25,0.94,45.45454545,54.54545455
204010,DS_Dur_WS,ASCI,Threshold50,0.75,72.72727273,27.27272727
204010,DS_Dur_WS,ASCI,Threshold50,0.86,72.72727273,27.27272727
204010,DS_Dur_WS,ASCI,Threshold50,0.94,45.45454545,54.54545455
204010,DS_Dur_WS,ASCI,Threshold75,0.75,36.36363636,63.63636364
204010,DS_Dur_WS,ASCI,Threshold75,0.86,27.27272727,72.72727273
204010,DS_Dur_WS,ASCI,Threshold75,0.94,9.090909091,90.90909091
204010,DS_Dur_WS,CSCI,Threshold25,0.63,90.90909091,9.090909091
204010,DS_Dur_WS,CSCI,Threshold25,0.79,72.72727273,27.27272727
204010,DS_Dur_WS,CSCI,Threshold25,0.92,36.36363636,63.63636364
204010,DS_Dur_WS,CSCI,Threshold50,0.63,90.90909091,9.090909091
204010,DS_Dur_WS,CSCI,Threshold50,0.79,45.45454545,54.54545455
204010,DS_Dur_WS,CSCI,Threshold50,0.92,36.36363636,63.63636364
204010,DS_Dur_WS,CSCI,Threshold75,0.63,63.63636364,36.36363636
204010,DS_Dur_WS,CSCI,Threshold75,0.79,18.18181818,81.81818182
204010,DS_Dur_WS,CSCI,Threshold75,0.92,9.090909091,90.90909091
204010,Q99,ASCI,Threshold25,0.75,100,0
204010,Q99,ASCI,Threshold25,0.86,100,0
204010,Q99,ASCI,Threshold25,0.94,60,40
204010,Q99,ASCI,Threshold50,0.75,100,0
204010,Q99,ASCI,Threshold50,0.86,100,0
204010,Q99,ASCI,Threshold50,0.94,24,76
204010,Q99,ASCI,Threshold75,0.75,100,0
204010,Q99,ASCI,Threshold75,0.86,100,0
204010,Q99,ASCI,Threshold75,0.94,12,88
204010,Q99,CSCI,Threshold25,0.63,100,0
204010,Q99,CSCI,Threshold25,0.79,100,0
204010,Q99,CSCI,Threshold25,0.92,12,88
204010,Q99,CSCI,Threshold50,0.63,100,0
204010,Q99,CSCI,Threshold50,0.79,100,0
204010,Q99,CSCI,Threshold50,0.92,8,92
204010,Q99,CSCI,Threshold75,0.63,100,0
204010,Q99,CSCI,Threshold75,0.79,76,24
204010,Q99,CSCI,Threshold75,0.92,0,100
204010,SP_Dur,ASCI,Threshold25,0.75,68,32
204010,SP_Dur,ASCI,Threshold25,0.86,52,48
204010,SP_Dur,ASCI,Threshold25,0.94,32,68
204010,SP_Dur,ASCI,Threshold50,0.75,32,68
204010,SP_Dur,ASCI,Threshold50,0.86,24,76
204010,SP_Dur,ASCI,Threshold50,0.94,20,80
204010,SP_Dur,ASCI,Threshold75,0.75,16,84
204010,SP_Dur,ASCI,Threshold75,0.86,8,92
204010,SP_Dur,ASCI,Threshold75,0.94,8,92
204010,SP_Tim,CSCI,Threshold25,0.63,76,24
204010,SP_Tim,CSCI,Threshold25,0.79,56,44
204010,SP_Tim,CSCI,Threshold25,0.92,48,52
204010,SP_Tim,CSCI,Threshold50,0.63,56,44
204010,SP_Tim,CSCI,Threshold50,0.79,48,52
204010,SP_Tim,CSCI,Threshold50,0.92,48,52
204010,SP_Tim,CSCI,Threshold75,0.63,52,48
204010,SP_Tim,CSCI,Threshold75,0.79,48,52
204010,SP_Tim,CSCI,Threshold75,0.92,48,52
205010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
205010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
205010,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
205010,DS_Dur_WS,ASCI,Threshold50,0.75,50,50
205010,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
205010,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
205010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
205010,DS_Dur_WS,ASCI,Threshold75,0.86,50,50
205010,DS_Dur_WS,ASCI,Threshold75,0.94,50,50
205010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
205010,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
205010,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
205010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
205010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
205010,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
205010,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
205010,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
205010,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
205010,Q99,ASCI,Threshold25,0.75,100,0
205010,Q99,ASCI,Threshold25,0.86,100,0
205010,Q99,ASCI,Threshold25,0.94,100,0
205010,Q99,ASCI,Threshold50,0.75,100,0
205010,Q99,ASCI,Threshold50,0.86,100,0
205010,Q99,ASCI,Threshold50,0.94,80,20
205010,Q99,ASCI,Threshold75,0.75,100,0
205010,Q99,ASCI,Threshold75,0.86,100,0
205010,Q99,ASCI,Threshold75,0.94,44,56
205010,Q99,CSCI,Threshold25,0.63,100,0
205010,Q99,CSCI,Threshold25,0.79,100,0
205010,Q99,CSCI,Threshold25,0.92,60,40
205010,Q99,CSCI,Threshold50,0.63,100,0
205010,Q99,CSCI,Threshold50,0.79,100,0
205010,Q99,CSCI,Threshold50,0.92,40,60
205010,Q99,CSCI,Threshold75,0.63,100,0
205010,Q99,CSCI,Threshold75,0.79,100,0
205010,Q99,CSCI,Threshold75,0.92,16,84
205010,SP_Dur,ASCI,Threshold25,0.75,50,50
205010,SP_Dur,ASCI,Threshold25,0.86,50,50
205010,SP_Dur,ASCI,Threshold25,0.94,50,50
205010,SP_Dur,ASCI,Threshold50,0.75,50,50
205010,SP_Dur,ASCI,Threshold50,0.86,20,80
205010,SP_Dur,ASCI,Threshold50,0.94,20,80
205010,SP_Dur,ASCI,Threshold75,0.75,20,80
205010,SP_Dur,ASCI,Threshold75,0.86,20,80
205010,SP_Dur,ASCI,Threshold75,0.94,20,80
205010,SP_Tim,CSCI,Threshold25,0.63,100,0
205010,SP_Tim,CSCI,Threshold25,0.79,90,10
205010,SP_Tim,CSCI,Threshold25,0.92,90,10
205010,SP_Tim,CSCI,Threshold50,0.63,100,0
205010,SP_Tim,CSCI,Threshold50,0.79,90,10
205010,SP_Tim,CSCI,Threshold50,0.92,80,20
205010,SP_Tim,CSCI,Threshold75,0.63,90,10
205010,SP_Tim,CSCI,Threshold75,0.79,80,20
205010,SP_Tim,CSCI,Threshold75,0.92,80,20
207010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
207010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
207010,DS_Dur_WS,ASCI,Threshold25,0.94,33.33333333,66.66666667
207010,DS_Dur_WS,ASCI,Threshold50,0.75,66.66666667,33.33333333
207010,DS_Dur_WS,ASCI,Threshold50,0.86,33.33333333,66.66666667
207010,DS_Dur_WS,ASCI,Threshold50,0.94,33.33333333,66.66666667
207010,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
207010,DS_Dur_WS,ASCI,Threshold75,0.86,33.33333333,66.66666667
207010,DS_Dur_WS,ASCI,Threshold75,0.94,33.33333333,66.66666667
207010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
207010,DS_Dur_WS,CSCI,Threshold25,0.79,33.33333333,66.66666667
207010,DS_Dur_WS,CSCI,Threshold25,0.92,33.33333333,66.66666667
207010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
207010,DS_Dur_WS,CSCI,Threshold50,0.79,33.33333333,66.66666667
207010,DS_Dur_WS,CSCI,Threshold50,0.92,33.33333333,66.66666667
207010,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
207010,DS_Dur_WS,CSCI,Threshold75,0.79,33.33333333,66.66666667
207010,DS_Dur_WS,CSCI,Threshold75,0.92,33.33333333,66.66666667
207010,Q99,ASCI,Threshold25,0.75,100,0
207010,Q99,ASCI,Threshold25,0.86,100,0
207010,Q99,ASCI,Threshold25,0.94,100,0
207010,Q99,ASCI,Threshold50,0.75,100,0
207010,Q99,ASCI,Threshold50,0.86,100,0
207010,Q99,ASCI,Threshold50,0.94,92,8
207010,Q99,ASCI,Threshold75,0.75,100,0
207010,Q99,ASCI,Threshold75,0.86,100,0
207010,Q99,ASCI,Threshold75,0.94,60,40
207010,Q99,CSCI,Threshold25,0.63,100,0
207010,Q99,CSCI,Threshold25,0.79,100,0
207010,Q99,CSCI,Threshold25,0.92,68,32
207010,Q99,CSCI,Threshold50,0.63,100,0
207010,Q99,CSCI,Threshold50,0.79,100,0
207010,Q99,CSCI,Threshold50,0.92,52,48
207010,Q99,CSCI,Threshold75,0.63,100,0
207010,Q99,CSCI,Threshold75,0.79,100,0
207010,Q99,CSCI,Threshold75,0.92,24,76
207010,SP_Dur,ASCI,Threshold25,0.75,80,20
207010,SP_Dur,ASCI,Threshold25,0.86,70,30
207010,SP_Dur,ASCI,Threshold25,0.94,60,40
207010,SP_Dur,ASCI,Threshold50,0.75,60,40
207010,SP_Dur,ASCI,Threshold50,0.86,50,50
207010,SP_Dur,ASCI,Threshold50,0.94,30,70
207010,SP_Dur,ASCI,Threshold75,0.75,20,80
207010,SP_Dur,ASCI,Threshold75,0.86,10,90
207010,SP_Dur,ASCI,Threshold75,0.94,10,90
207010,SP_Tim,CSCI,Threshold25,0.63,100,0
207010,SP_Tim,CSCI,Threshold25,0.79,90,10
207010,SP_Tim,CSCI,Threshold25,0.92,90,10
207010,SP_Tim,CSCI,Threshold50,0.63,100,0
207010,SP_Tim,CSCI,Threshold50,0.79,90,10
207010,SP_Tim,CSCI,Threshold50,0.92,80,20
207010,SP_Tim,CSCI,Threshold75,0.63,90,10
207010,SP_Tim,CSCI,Threshold75,0.79,60,40
207010,SP_Tim,CSCI,Threshold75,0.92,60,40
301010,DS_Dur_WS,ASCI,Threshold25,0.75,75,25
301010,DS_Dur_WS,ASCI,Threshold25,0.86,75,25
301010,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
301010,DS_Dur_WS,ASCI,Threshold50,0.75,75,25
301010,DS_Dur_WS,ASCI,Threshold50,0.86,75,25
301010,DS_Dur_WS,ASCI,Threshold50,0.94,25,75
301010,DS_Dur_WS,ASCI,Threshold75,0.75,50,50
301010,DS_Dur_WS,ASCI,Threshold75,0.86,25,75
301010,DS_Dur_WS,ASCI,Threshold75,0.94,25,75
301010,DS_Dur_WS,CSCI,Threshold25,0.63,75,25
301010,DS_Dur_WS,CSCI,Threshold25,0.79,75,25
301010,DS_Dur_WS,CSCI,Threshold25,0.92,25,75
301010,DS_Dur_WS,CSCI,Threshold50,0.63,75,25
301010,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
301010,DS_Dur_WS,CSCI,Threshold50,0.92,25,75
301010,DS_Dur_WS,CSCI,Threshold75,0.63,75,25
301010,DS_Dur_WS,CSCI,Threshold75,0.79,25,75
301010,DS_Dur_WS,CSCI,Threshold75,0.92,25,75
301010,Q99,ASCI,Threshold25,0.75,100,0
301010,Q99,ASCI,Threshold25,0.86,100,0
301010,Q99,ASCI,Threshold25,0.94,72,28
301010,Q99,ASCI,Threshold50,0.75,100,0
301010,Q99,ASCI,Threshold50,0.86,100,0
301010,Q99,ASCI,Threshold50,0.94,48,52
301010,Q99,ASCI,Threshold75,0.75,100,0
301010,Q99,ASCI,Threshold75,0.86,100,0
301010,Q99,ASCI,Threshold75,0.94,24,76
301010,Q99,CSCI,Threshold25,0.63,100,0
301010,Q99,CSCI,Threshold25,0.79,100,0
301010,Q99,CSCI,Threshold25,0.92,40,60
301010,Q99,CSCI,Threshold50,0.63,100,0
301010,Q99,CSCI,Threshold50,0.79,100,0
301010,Q99,CSCI,Threshold50,0.92,20,80
301010,Q99,CSCI,Threshold75,0.63,100,0
301010,Q99,CSCI,Threshold75,0.79,92,8
301010,Q99,CSCI,Threshold75,0.92,12,88
301010,SP_Dur,ASCI,Threshold25,0.75,50,50
301010,SP_Dur,ASCI,Threshold25,0.86,41.66666667,58.33333333
301010,SP_Dur,ASCI,Threshold25,0.94,41.66666667,58.33333333
301010,SP_Dur,ASCI,Threshold50,0.75,33.33333333,66.66666667
301010,SP_Dur,ASCI,Threshold50,0.86,25,75
301010,SP_Dur,ASCI,Threshold50,0.94,25,75
301010,SP_Dur,ASCI,Threshold75,0.75,16.66666667,83.33333333
301010,SP_Dur,ASCI,Threshold75,0.86,16.66666667,83.33333333
301010,SP_Dur,ASCI,Threshold75,0.94,16.66666667,83.33333333
301010,SP_Tim,CSCI,Threshold25,0.63,91.66666667,8.333333333
301010,SP_Tim,CSCI,Threshold25,0.79,66.66666667,33.33333333
301010,SP_Tim,CSCI,Threshold25,0.92,66.66666667,33.33333333
301010,SP_Tim,CSCI,Threshold50,0.63,83.33333333,16.66666667
301010,SP_Tim,CSCI,Threshold50,0.79,66.66666667,33.33333333
301010,SP_Tim,CSCI,Threshold50,0.92,66.66666667,33.33333333
301010,SP_Tim,CSCI,Threshold75,0.63,66.66666667,33.33333333
301010,SP_Tim,CSCI,Threshold75,0.79,66.66666667,33.33333333
301010,SP_Tim,CSCI,Threshold75,0.92,66.66666667,33.33333333
301011,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
301011,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
301011,DS_Dur_WS,ASCI,Threshold25,0.94,0,100
301011,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
301011,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
301011,DS_Dur_WS,ASCI,Threshold50,0.94,0,100
301011,DS_Dur_WS,ASCI,Threshold75,0.75,0,100
301011,DS_Dur_WS,ASCI,Threshold75,0.86,0,100
301011,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
301011,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
301011,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
301011,DS_Dur_WS,CSCI,Threshold25,0.92,0,100
301011,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
301011,DS_Dur_WS,CSCI,Threshold50,0.79,0,100
301011,DS_Dur_WS,CSCI,Threshold50,0.92,0,100
301011,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
301011,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
301011,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
301011,Q99,ASCI,Threshold25,0.75,100,0
301011,Q99,ASCI,Threshold25,0.86,100,0
301011,Q99,ASCI,Threshold25,0.94,100,0
301011,Q99,ASCI,Threshold50,0.75,100,0
301011,Q99,ASCI,Threshold50,0.86,100,0
301011,Q99,ASCI,Threshold50,0.94,100,0
301011,Q99,ASCI,Threshold75,0.75,100,0
301011,Q99,ASCI,Threshold75,0.86,100,0
301011,Q99,ASCI,Threshold75,0.94,76,24
301011,Q99,CSCI,Threshold25,0.63,100,0
301011,Q99,CSCI,Threshold25,0.79,100,0
301011,Q99,CSCI,Threshold25,0.92,96,4
301011,Q99,CSCI,Threshold50,0.63,100,0
301011,Q99,CSCI,Threshold50,0.79,100,0
301011,Q99,CSCI,Threshold50,0.92,72,28
301011,Q99,CSCI,Threshold75,0.63,100,0
301011,Q99,CSCI,Threshold75,0.79,100,0
301011,Q99,CSCI,Threshold75,0.92,48,52
301011,SP_Dur,ASCI,Threshold25,0.75,85.71428571,14.28571429
301011,SP_Dur,ASCI,Threshold25,0.86,85.71428571,14.28571429
301011,SP_Dur,ASCI,Threshold25,0.94,71.42857143,28.57142857
301011,SP_Dur,ASCI,Threshold50,0.75,71.42857143,28.57142857
301011,SP_Dur,ASCI,Threshold50,0.86,42.85714286,57.14285714
301011,SP_Dur,ASCI,Threshold50,0.94,42.85714286,57.14285714
301011,SP_Dur,ASCI,Threshold75,0.75,42.85714286,57.14285714
301011,SP_Dur,ASCI,Threshold75,0.86,28.57142857,71.42857143
301011,SP_Dur,ASCI,Threshold75,0.94,28.57142857,71.42857143
301011,SP_Tim,CSCI,Threshold25,0.63,100,0
301011,SP_Tim,CSCI,Threshold25,0.79,85.71428571,14.28571429
301011,SP_Tim,CSCI,Threshold25,0.92,85.71428571,14.28571429
301011,SP_Tim,CSCI,Threshold50,0.63,85.71428571,14.28571429
301011,SP_Tim,CSCI,Threshold50,0.79,85.71428571,14.28571429
