site,Hydro_Metric,Biol,Threshold,Bio_threshold,Unaltered,Altered
403030,DS_Dur_WS,CSCI,Threshold75,0.79,47.82608696,52.17391304
403030,DS_Dur_WS,CSCI,Threshold75,0.92,30.43478261,69.56521739
403030,Q99,ASCI,Threshold25,0.75,100,0
403030,Q99,ASCI,Threshold25,0.86,100,0
403030,Q99,ASCI,Threshold25,0.94,84,16
403030,Q99,ASCI,Threshold50,0.75,100,0
403030,Q99,ASCI,Threshold50,0.86,100,0
403030,Q99,ASCI,Threshold50,0.94,68,32
403030,Q99,ASCI,Threshold75,0.75,100,0
403030,Q99,ASCI,Threshold75,0.86,100,0
403030,Q99,ASCI,Threshold75,0.94,20,80
403030,Q99,CSCI,Threshold25,0.63,100,0
403030,Q99,CSCI,Threshold25,0.79,100,0
403030,Q99,CSCI,Threshold25,0.92,36,64
403030,Q99,CSCI,Threshold50,0.63,100,0
403030,Q99,CSCI,Threshold50,0.79,100,0
403030,Q99,CSCI,Threshold50,0.92,16,84
403030,Q99,CSCI,Threshold75,0.63,100,0
403030,Q99,CSCI,Threshold75,0.79,100,0
403030,Q99,CSCI,Threshold75,0.92,4,96
403030,SP_Dur,ASCI,Threshold25,0.75,76,24
403030,SP_Dur,ASCI,Threshold25,0.86,68,32
403030,SP_Dur,ASCI,Threshold25,0.94,64,36
403030,SP_Dur,ASCI,Threshold50,0.75,64,36
403030,SP_Dur,ASCI,Threshold50,0.86,64,36
403030,SP_Dur,ASCI,Threshold50,0.94,56,44
403030,SP_Dur,ASCI,Threshold75,0.75,52,48
403030,SP_Dur,ASCI,Threshold75,0.86,44,56
403030,SP_Dur,ASCI,Threshold75,0.94,44,56
403030,SP_Tim,CSCI,Threshold25,0.63,88,12
403030,SP_Tim,CSCI,Threshold25,0.79,80,20
403030,SP_Tim,CSCI,Threshold25,0.92,76,24
403030,SP_Tim,CSCI,Threshold50,0.63,80,20
403030,SP_Tim,CSCI,Threshold50,0.79,76,24
403030,SP_Tim,CSCI,Threshold50,0.92,72,28
403030,SP_Tim,CSCI,Threshold75,0.63,76,24
403030,SP_Tim,CSCI,Threshold75,0.79,72,28
403030,SP_Tim,CSCI,Threshold75,0.92,72,28
404010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
404010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
404010,DS_Dur_WS,ASCI,Threshold25,0.94,85.71428571,14.28571429
404010,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
404010,DS_Dur_WS,ASCI,Threshold50,0.86,71.42857143,28.57142857
404010,DS_Dur_WS,ASCI,Threshold50,0.94,57.14285714,42.85714286
404010,DS_Dur_WS,ASCI,Threshold75,0.75,28.57142857,71.42857143
404010,DS_Dur_WS,ASCI,Threshold75,0.86,14.28571429,85.71428571
404010,DS_Dur_WS,ASCI,Threshold75,0.94,14.28571429,85.71428571
404010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
404010,DS_Dur_WS,CSCI,Threshold25,0.79,85.71428571,14.28571429
404010,DS_Dur_WS,CSCI,Threshold25,0.92,85.71428571,14.28571429
404010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
404010,DS_Dur_WS,CSCI,Threshold50,0.79,57.14285714,42.85714286
404010,DS_Dur_WS,CSCI,Threshold50,0.92,28.57142857,71.42857143
404010,DS_Dur_WS,CSCI,Threshold75,0.63,42.85714286,57.14285714
404010,DS_Dur_WS,CSCI,Threshold75,0.79,14.28571429,85.71428571
404010,DS_Dur_WS,CSCI,Threshold75,0.92,14.28571429,85.71428571
404010,Q99,ASCI,Threshold25,0.75,100,0
404010,Q99,ASCI,Threshold25,0.86,100,0
404010,Q99,ASCI,Threshold25,0.94,88,12
404010,Q99,ASCI,Threshold50,0.75,100,0
404010,Q99,ASCI,Threshold50,0.86,100,0
404010,Q99,ASCI,Threshold50,0.94,48,52
404010,Q99,ASCI,Threshold75,0.75,100,0
404010,Q99,ASCI,Threshold75,0.86,100,0
404010,Q99,ASCI,Threshold75,0.94,20,80
404010,Q99,CSCI,Threshold25,0.63,100,0
404010,Q99,CSCI,Threshold25,0.79,100,0
404010,Q99,CSCI,Threshold25,0.92,36,64
404010,Q99,CSCI,Threshold50,0.63,100,0
404010,Q99,CSCI,Threshold50,0.79,100,0
404010,Q99,CSCI,Threshold50,0.92,20,80
404010,Q99,CSCI,Threshold75,0.63,100,0
404010,Q99,CSCI,Threshold75,0.79,96,4
404010,Q99,CSCI,Threshold75,0.92,4,96
404010,SP_Dur,ASCI,Threshold25,0.75,66.66666667,33.33333333
404010,SP_Dur,ASCI,Threshold25,0.86,33.33333333,66.66666667
404010,SP_Dur,ASCI,Threshold25,0.94,20,80
404010,SP_Dur,ASCI,Threshold50,0.75,20,80
404010,SP_Dur,ASCI,Threshold50,0.86,20,80
404010,SP_Dur,ASCI,Threshold50,0.94,13.33333333,86.66666667
404010,SP_Dur,ASCI,Threshold75,0.75,13.33333333,86.66666667
404010,SP_Dur,ASCI,Threshold75,0.86,13.33333333,86.66666667
404010,SP_Dur,ASCI,Threshold75,0.94,13.33333333,86.66666667
404010,SP_Tim,CSCI,Threshold25,0.63,86.66666667,13.33333333
404010,SP_Tim,CSCI,Threshold25,0.79,86.66666667,13.33333333
404010,SP_Tim,CSCI,Threshold25,0.92,80,20
404010,SP_Tim,CSCI,Threshold50,0.63,86.66666667,13.33333333
404010,SP_Tim,CSCI,Threshold50,0.79,80,20
404010,SP_Tim,CSCI,Threshold50,0.92,60,40
404010,SP_Tim,CSCI,Threshold75,0.63,80,20
404010,SP_Tim,CSCI,Threshold75,0.79,60,40
404010,SP_Tim,CSCI,Threshold75,0.92,60,40
405010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
405010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
405010,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
405010,DS_Dur_WS,ASCI,Threshold50,0.75,83.33333333,16.66666667
405010,DS_Dur_WS,ASCI,Threshold50,0.86,66.66666667,33.33333333
405010,DS_Dur_WS,ASCI,Threshold50,0.94,66.66666667,33.33333333
405010,DS_Dur_WS,ASCI,Threshold75,0.75,33.33333333,66.66666667
405010,DS_Dur_WS,ASCI,Threshold75,0.86,16.66666667,83.33333333
405010,DS_Dur_WS,ASCI,Threshold75,0.94,16.66666667,83.33333333
405010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
405010,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
405010,DS_Dur_WS,CSCI,Threshold25,0.92,83.33333333,16.66666667
405010,DS_Dur_WS,CSCI,Threshold50,0.63,83.33333333,16.66666667
405010,DS_Dur_WS,CSCI,Threshold50,0.79,66.66666667,33.33333333
405010,DS_Dur_WS,CSCI,Threshold50,0.92,33.33333333,66.66666667
405010,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
405010,DS_Dur_WS,CSCI,Threshold75,0.79,16.66666667,83.33333333
405010,DS_Dur_WS,CSCI,Threshold75,0.92,16.66666667,83.33333333
405010,Q99,ASCI,Threshold25,0.75,100,0
405010,Q99,ASCI,Threshold25,0.86,100,0
405010,Q99,ASCI,Threshold25,0.94,84,16
405010,Q99,ASCI,Threshold50,0.75,100,0
405010,Q99,ASCI,Threshold50,0.86,100,0
405010,Q99,ASCI,Threshold50,0.94,56,44
405010,Q99,ASCI,Threshold75,0.75,100,0
405010,Q99,ASCI,Threshold75,0.86,100,0
405010,Q99,ASCI,Threshold75,0.94,16,84
405010,Q99,CSCI,Threshold25,0.63,100,0
405010,Q99,CSCI,Threshold25,0.79,100,0
405010,Q99,CSCI,Threshold25,0.92,36,64
405010,Q99,CSCI,Threshold50,0.63,100,0
405010,Q99,CSCI,Threshold50,0.79,100,0
405010,Q99,CSCI,Threshold50,0.92,16,84
405010,Q99,CSCI,Threshold75,0.63,100,0
405010,Q99,CSCI,Threshold75,0.79,100,0
405010,Q99,CSCI,Threshold75,0.92,4,96
405010,SP_Dur,ASCI,Threshold25,0.75,83.33333333,16.66666667
405010,SP_Dur,ASCI,Threshold25,0.86,58.33333333,41.66666667
405010,SP_Dur,ASCI,Threshold25,0.94,50,50
405010,SP_Dur,ASCI,Threshold50,0.75,41.66666667,58.33333333
405010,SP_Dur,ASCI,Threshold50,0.86,33.33333333,66.66666667
405010,SP_Dur,ASCI,Threshold50,0.94,33.33333333,66.66666667
405010,SP_Dur,ASCI,Threshold75,0.75,33.33333333,66.66666667
405010,SP_Dur,ASCI,Threshold75,0.86,25,75
405010,SP_Dur,ASCI,Threshold75,0.94,25,75
405010,SP_Tim,CSCI,Threshold25,0.63,66.66666667,33.33333333
405010,SP_Tim,CSCI,Threshold25,0.79,41.66666667,58.33333333
405010,SP_Tim,CSCI,Threshold25,0.92,41.66666667,58.33333333
405010,SP_Tim,CSCI,Threshold50,0.63,41.66666667,58.33333333
405010,SP_Tim,CSCI,Threshold50,0.79,41.66666667,58.33333333
405010,SP_Tim,CSCI,Threshold50,0.92,33.33333333,66.66666667
405010,SP_Tim,CSCI,Threshold75,0.63,41.66666667,58.33333333
405010,SP_Tim,CSCI,Threshold75,0.79,33.33333333,66.66666667
405010,SP_Tim,CSCI,Threshold75,0.92,33.33333333,66.66666667
405020,DS_Dur_WS,ASCI,Threshold25,0.75,83.33333333,16.66666667
405020,DS_Dur_WS,ASCI,Threshold25,0.86,83.33333333,16.66666667
405020,DS_Dur_WS,ASCI,Threshold25,0.94,83.33333333,16.66666667
405020,DS_Dur_WS,ASCI,Threshold50,0.75,66.66666667,33.33333333
405020,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
405020,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
405020,DS_Dur_WS,ASCI,Threshold75,0.75,16.66666667,83.33333333
405020,DS_Dur_WS,ASCI,Threshold75,0.86,0,100
405020,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
405020,DS_Dur_WS,CSCI,Threshold25,0.63,83.33333333,16.66666667
405020,DS_Dur_WS,CSCI,Threshold25,0.79,83.33333333,16.66666667
405020,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
405020,DS_Dur_WS,CSCI,Threshold50,0.63,66.66666667,33.33333333
405020,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
405020,DS_Dur_WS,CSCI,Threshold50,0.92,33.33333333,66.66666667
405020,DS_Dur_WS,CSCI,Threshold75,0.63,33.33333333,66.66666667
405020,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
405020,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
405020,Q99,ASCI,Threshold25,0.75,100,0
405020,Q99,ASCI,Threshold25,0.86,100,0
405020,Q99,ASCI,Threshold25,0.94,100,0
405020,Q99,ASCI,Threshold50,0.75,100,0
405020,Q99,ASCI,Threshold50,0.86,100,0
405020,Q99,ASCI,Threshold50,0.94,60,40
405020,Q99,ASCI,Threshold75,0.75,100,0
405020,Q99,ASCI,Threshold75,0.86,100,0
405020,Q99,ASCI,Threshold75,0.94,20,80
405020,Q99,CSCI,Threshold25,0.63,100,0
405020,Q99,CSCI,Threshold25,0.79,100,0
405020,Q99,CSCI,Threshold25,0.92,44,56
405020,Q99,CSCI,Threshold50,0.63,100,0
405020,Q99,CSCI,Threshold50,0.79,100,0
405020,Q99,CSCI,Threshold50,0.92,16,84
405020,Q99,CSCI,Threshold75,0.63,100,0
405020,Q99,CSCI,Threshold75,0.79,100,0
405020,Q99,CSCI,Threshold75,0.92,8,92
405020,SP_Dur,ASCI,Threshold25,0.75,83.33333333,16.66666667
405020,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
405020,SP_Dur,ASCI,Threshold25,0.94,66.66666667,33.33333333
405020,SP_Dur,ASCI,Threshold50,0.75,58.33333333,41.66666667
405020,SP_Dur,ASCI,Threshold50,0.86,50,50
405020,SP_Dur,ASCI,Threshold50,0.94,41.66666667,58.33333333
405020,SP_Dur,ASCI,Threshold75,0.75,41.66666667,58.33333333
405020,SP_Dur,ASCI,Threshold75,0.86,25,75
405020,SP_Dur,ASCI,Threshold75,0.94,25,75
405020,SP_Tim,CSCI,Threshold25,0.63,66.66666667,33.33333333
405020,SP_Tim,CSCI,Threshold25,0.79,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold25,0.92,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold50,0.63,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold50,0.79,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold50,0.92,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold75,0.63,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold75,0.79,41.66666667,58.33333333
405020,SP_Tim,CSCI,Threshold75,0.92,41.66666667,58.33333333
501010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
501010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
501010,DS_Dur_WS,ASCI,Threshold25,0.94,60,40
501010,DS_Dur_WS,ASCI,Threshold50,0.75,80,20
501010,DS_Dur_WS,ASCI,Threshold50,0.86,60,40
501010,DS_Dur_WS,ASCI,Threshold50,0.94,60,40
501010,DS_Dur_WS,ASCI,Threshold75,0.75,40,60
501010,DS_Dur_WS,ASCI,Threshold75,0.86,40,60
501010,DS_Dur_WS,ASCI,Threshold75,0.94,20,80
501010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
501010,DS_Dur_WS,CSCI,Threshold25,0.79,60,40
501010,DS_Dur_WS,CSCI,Threshold25,0.92,60,40
501010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
501010,DS_Dur_WS,CSCI,Threshold50,0.79,60,40
501010,DS_Dur_WS,CSCI,Threshold50,0.92,40,60
501010,DS_Dur_WS,CSCI,Threshold75,0.63,40,60
501010,DS_Dur_WS,CSCI,Threshold75,0.79,20,80
501010,DS_Dur_WS,CSCI,Threshold75,0.92,20,80
501010,Q99,ASCI,Threshold25,0.75,100,0
501010,Q99,ASCI,Threshold25,0.86,100,0
501010,Q99,ASCI,Threshold25,0.94,68,32
501010,Q99,ASCI,Threshold50,0.75,100,0
501010,Q99,ASCI,Threshold50,0.86,100,0
501010,Q99,ASCI,Threshold50,0.94,52,48
501010,Q99,ASCI,Threshold75,0.75,100,0
501010,Q99,ASCI,Threshold75,0.86,100,0
501010,Q99,ASCI,Threshold75,0.94,20,80
501010,Q99,CSCI,Threshold25,0.63,100,0
501010,Q99,CSCI,Threshold25,0.79,100,0
501010,Q99,CSCI,Threshold25,0.92,36,64
501010,Q99,CSCI,Threshold50,0.63,100,0
501010,Q99,CSCI,Threshold50,0.79,100,0
501010,Q99,CSCI,Threshold50,0.92,20,80
501010,Q99,CSCI,Threshold75,0.63,100,0
501010,Q99,CSCI,Threshold75,0.79,100,0
501010,Q99,CSCI,Threshold75,0.92,8,92
501010,SP_Dur,ASCI,Threshold25,0.75,75,25
501010,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
501010,SP_Dur,ASCI,Threshold25,0.94,66.66666667,33.33333333
501010,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
501010,SP_Dur,ASCI,Threshold50,0.86,50,50
501010,SP_Dur,ASCI,Threshold50,0.94,50,50
501010,SP_Dur,ASCI,Threshold75,0.75,50,50
501010,SP_Dur,ASCI,Threshold75,0.86,41.66666667,58.33333333
501010,SP_Dur,ASCI,Threshold75,0.94,41.66666667,58.33333333
501010,SP_Tim,CSCI,Threshold25,0.63,100,0
501010,SP_Tim,CSCI,Threshold25,0.79,66.66666667,33.33333333
501010,SP_Tim,CSCI,Threshold25,0.92,66.66666667,33.33333333
501010,SP_Tim,CSCI,Threshold50,0.63,75,25
501010,SP_Tim,CSCI,Threshold50,0.79,66.66666667,33.33333333
501010,SP_Tim,CSCI,Threshold50,0.92,66.66666667,33.33333333
501010,SP_Tim,CSCI,Threshold75,0.63,66.66666667,33.33333333
501010,SP_Tim,CSCI,Threshold75,0.79,66.66666667,33.33333333
501010,SP_Tim,CSCI,Threshold75,0.92,66.66666667,33.33333333
501011,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
501011,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
501011,DS_Dur_WS,ASCI,Threshold25,0.94,100,0
501011,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
501011,DS_Dur_WS,ASCI,Threshold50,0.86,100,0
501011,DS_Dur_WS,ASCI,Threshold50,0.94,100,0
501011,DS_Dur_WS,ASCI,Threshold75,0.75,100,0
501011,DS_Dur_WS,ASCI,Threshold75,0.86,100,0
501011,DS_Dur_WS,ASCI,Threshold75,0.94,100,0
501011,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
501011,DS_Dur_WS,CSCI,Threshold25,0.79,100,0
501011,DS_Dur_WS,CSCI,Threshold25,0.92,100,0
501011,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
501011,DS_Dur_WS,CSCI,Threshold50,0.79,100,0
501011,DS_Dur_WS,CSCI,Threshold50,0.92,100,0
501011,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
501011,DS_Dur_WS,CSCI,Threshold75,0.79,100,0
501011,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
501011,Q99,ASCI,Threshold25,0.75,100,0
501011,Q99,ASCI,Threshold25,0.86,100,0
501011,Q99,ASCI,Threshold25,0.94,100,0
501011,Q99,ASCI,Threshold50,0.75,100,0
501011,Q99,ASCI,Threshold50,0.86,100,0
501011,Q99,ASCI,Threshold50,0.94,100,0
501011,Q99,ASCI,Threshold75,0.75,100,0
501011,Q99,ASCI,Threshold75,0.86,100,0
501011,Q99,ASCI,Threshold75,0.94,88,12
501011,Q99,CSCI,Threshold25,0.63,100,0
501011,Q99,CSCI,Threshold25,0.79,100,0
501011,Q99,CSCI,Threshold25,0.92,100,0
501011,Q99,CSCI,Threshold50,0.63,100,0
501011,Q99,CSCI,Threshold50,0.79,100,0
501011,Q99,CSCI,Threshold50,0.92,84,16
501011,Q99,CSCI,Threshold75,0.63,100,0
501011,Q99,CSCI,Threshold75,0.79,100,0
501011,Q99,CSCI,Threshold75,0.92,52,48
501011,SP_Dur,ASCI,Threshold25,0.75,88.88888889,11.11111111
501011,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
501011,SP_Dur,ASCI,Threshold25,0.94,55.55555556,44.44444444
501011,SP_Dur,ASCI,Threshold50,0.75,55.55555556,44.44444444
501011,SP_Dur,ASCI,Threshold50,0.86,22.22222222,77.77777778
501011,SP_Dur,ASCI,Threshold50,0.94,22.22222222,77.77777778
501011,SP_Dur,ASCI,Threshold75,0.75,11.11111111,88.88888889
501011,SP_Dur,ASCI,Threshold75,0.86,0,100
501011,SP_Dur,ASCI,Threshold75,0.94,0,100
501011,SP_Tim,CSCI,Threshold25,0.63,100,0
501011,SP_Tim,CSCI,Threshold25,0.79,66.66666667,33.33333333
501011,SP_Tim,CSCI,Threshold25,0.92,66.66666667,33.33333333
501011,SP_Tim,CSCI,Threshold50,0.63,88.88888889,11.11111111
501011,SP_Tim,CSCI,Threshold50,0.79,66.66666667,33.33333333
501011,SP_Tim,CSCI,Threshold50,0.92,66.66666667,33.33333333
501011,SP_Tim,CSCI,Threshold75,0.63,66.66666667,33.33333333
501011,SP_Tim,CSCI,Threshold75,0.79,66.66666667,33.33333333
501011,SP_Tim,CSCI,Threshold75,0.92,66.66666667,33.33333333
501020,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
501020,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
501020,DS_Dur_WS,ASCI,Threshold25,0.94,50,50
501020,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
501020,DS_Dur_WS,ASCI,Threshold50,0.86,50,50
501020,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
501020,DS_Dur_WS,ASCI,Threshold75,0.75,0,100
501020,DS_Dur_WS,ASCI,Threshold75,0.86,0,100
501020,DS_Dur_WS,ASCI,Threshold75,0.94,0,100
501020,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
501020,DS_Dur_WS,CSCI,Threshold25,0.79,50,50
501020,DS_Dur_WS,CSCI,Threshold25,0.92,50,50
501020,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
501020,DS_Dur_WS,CSCI,Threshold50,0.79,50,50
501020,DS_Dur_WS,CSCI,Threshold50,0.92,50,50
501020,DS_Dur_WS,CSCI,Threshold75,0.63,50,50
501020,DS_Dur_WS,CSCI,Threshold75,0.79,0,100
501020,DS_Dur_WS,CSCI,Threshold75,0.92,0,100
501020,Q99,ASCI,Threshold25,0.75,100,0
501020,Q99,ASCI,Threshold25,0.86,100,0
501020,Q99,ASCI,Threshold25,0.94,100,0
501020,Q99,ASCI,Threshold50,0.75,100,0
501020,Q99,ASCI,Threshold50,0.86,100,0
501020,Q99,ASCI,Threshold50,0.94,84,16
501020,Q99,ASCI,Threshold75,0.75,100,0
501020,Q99,ASCI,Threshold75,0.86,100,0
501020,Q99,ASCI,Threshold75,0.94,48,52
501020,Q99,CSCI,Threshold25,0.63,100,0
501020,Q99,CSCI,Threshold25,0.79,100,0
501020,Q99,CSCI,Threshold25,0.92,60,40
501020,Q99,CSCI,Threshold50,0.63,100,0
501020,Q99,CSCI,Threshold50,0.79,100,0
501020,Q99,CSCI,Threshold50,0.92,44,56
501020,Q99,CSCI,Threshold75,0.63,100,0
501020,Q99,CSCI,Threshold75,0.79,100,0
501020,Q99,CSCI,Threshold75,0.92,20,80
501020,SP_Dur,ASCI,Threshold25,0.75,55.55555556,44.44444444
501020,SP_Dur,ASCI,Threshold25,0.86,44.44444444,55.55555556
501020,SP_Dur,ASCI,Threshold25,0.94,44.44444444,55.55555556
501020,SP_Dur,ASCI,Threshold50,0.75,33.33333333,66.66666667
501020,SP_Dur,ASCI,Threshold50,0.86,33.33333333,66.66666667
501020,SP_Dur,ASCI,Threshold50,0.94,33.33333333,66.66666667
501020,SP_Dur,ASCI,Threshold75,0.75,33.33333333,66.66666667
501020,SP_Dur,ASCI,Threshold75,0.86,22.22222222,77.77777778
501020,SP_Dur,ASCI,Threshold75,0.94,11.11111111,88.88888889
501020,SP_Tim,CSCI,Threshold25,0.63,100,0
501020,SP_Tim,CSCI,Threshold25,0.79,77.77777778,22.22222222
501020,SP_Tim,CSCI,Threshold25,0.92,77.77777778,22.22222222
501020,SP_Tim,CSCI,Threshold50,0.63,88.88888889,11.11111111
501020,SP_Tim,CSCI,Threshold50,0.79,77.77777778,22.22222222
501020,SP_Tim,CSCI,Threshold50,0.92,77.77777778,22.22222222
501020,SP_Tim,CSCI,Threshold75,0.63,77.77777778,22.22222222
501020,SP_Tim,CSCI,Threshold75,0.79,77.77777778,22.22222222
501020,SP_Tim,CSCI,Threshold75,0.92,77.77777778,22.22222222
502010,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
502010,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
502010,DS_Dur_WS,ASCI,Threshold25,0.94,75,25
502010,DS_Dur_WS,ASCI,Threshold50,0.75,100,0
502010,DS_Dur_WS,ASCI,Threshold50,0.86,75,25
502010,DS_Dur_WS,ASCI,Threshold50,0.94,50,50
502010,DS_Dur_WS,ASCI,Threshold75,0.75,75,25
502010,DS_Dur_WS,ASCI,Threshold75,0.86,75,25
502010,DS_Dur_WS,ASCI,Threshold75,0.94,25,75
502010,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
502010,DS_Dur_WS,CSCI,Threshold25,0.79,75,25
502010,DS_Dur_WS,CSCI,Threshold25,0.92,25,75
502010,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
502010,DS_Dur_WS,CSCI,Threshold50,0.79,75,25
502010,DS_Dur_WS,CSCI,Threshold50,0.92,25,75
502010,DS_Dur_WS,CSCI,Threshold75,0.63,100,0
502010,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
502010,DS_Dur_WS,CSCI,Threshold75,0.92,25,75
502010,Q99,ASCI,Threshold25,0.75,100,0
502010,Q99,ASCI,Threshold25,0.86,100,0
502010,Q99,ASCI,Threshold25,0.94,80,20
502010,Q99,ASCI,Threshold50,0.75,100,0
502010,Q99,ASCI,Threshold50,0.86,100,0
502010,Q99,ASCI,Threshold50,0.94,48,52
502010,Q99,ASCI,Threshold75,0.75,100,0
502010,Q99,ASCI,Threshold75,0.86,100,0
502010,Q99,ASCI,Threshold75,0.94,20,80
502010,Q99,CSCI,Threshold25,0.63,100,0
502010,Q99,CSCI,Threshold25,0.79,100,0
502010,Q99,CSCI,Threshold25,0.92,32,68
502010,Q99,CSCI,Threshold50,0.63,100,0
502010,Q99,CSCI,Threshold50,0.79,100,0
502010,Q99,CSCI,Threshold50,0.92,16,84
502010,Q99,CSCI,Threshold75,0.63,100,0
502010,Q99,CSCI,Threshold75,0.79,100,0
502010,Q99,CSCI,Threshold75,0.92,8,92
502010,SP_Dur,ASCI,Threshold25,0.75,80,20
502010,SP_Dur,ASCI,Threshold25,0.86,70,30
502010,SP_Dur,ASCI,Threshold25,0.94,70,30
502010,SP_Dur,ASCI,Threshold50,0.75,60,40
502010,SP_Dur,ASCI,Threshold50,0.86,30,70
502010,SP_Dur,ASCI,Threshold50,0.94,20,80
502010,SP_Dur,ASCI,Threshold75,0.75,20,80
502010,SP_Dur,ASCI,Threshold75,0.86,20,80
502010,SP_Dur,ASCI,Threshold75,0.94,20,80
502010,SP_Tim,CSCI,Threshold25,0.63,100,0
502010,SP_Tim,CSCI,Threshold25,0.79,80,20
502010,SP_Tim,CSCI,Threshold25,0.92,80,20
502010,SP_Tim,CSCI,Threshold50,0.63,90,10
502010,SP_Tim,CSCI,Threshold50,0.79,80,20
502010,SP_Tim,CSCI,Threshold50,0.92,80,20
502010,SP_Tim,CSCI,Threshold75,0.63,80,20
502010,SP_Tim,CSCI,Threshold75,0.79,80,20
502010,SP_Tim,CSCI,Threshold75,0.92,70,30
502011,DS_Dur_WS,ASCI,Threshold25,0.75,100,0
502011,DS_Dur_WS,ASCI,Threshold25,0.86,100,0
502011,DS_Dur_WS,ASCI,Threshold25,0.94,60,40
502011,DS_Dur_WS,ASCI,Threshold50,0.75,80,20
502011,DS_Dur_WS,ASCI,Threshold50,0.86,60,40
502011,DS_Dur_WS,ASCI,Threshold50,0.94,60,40
502011,DS_Dur_WS,ASCI,Threshold75,0.75,60,40
502011,DS_Dur_WS,ASCI,Threshold75,0.86,60,40
502011,DS_Dur_WS,ASCI,Threshold75,0.94,40,60
502011,DS_Dur_WS,CSCI,Threshold25,0.63,100,0
502011,DS_Dur_WS,CSCI,Threshold25,0.79,60,40
502011,DS_Dur_WS,CSCI,Threshold25,0.92,60,40
502011,DS_Dur_WS,CSCI,Threshold50,0.63,100,0
502011,DS_Dur_WS,CSCI,Threshold50,0.79,60,40
502011,DS_Dur_WS,CSCI,Threshold50,0.92,60,40
502011,DS_Dur_WS,CSCI,Threshold75,0.63,80,20
502011,DS_Dur_WS,CSCI,Threshold75,0.79,20,80
502011,DS_Dur_WS,CSCI,Threshold75,0.92,20,80
502011,Q99,ASCI,Threshold25,0.75,100,0
502011,Q99,ASCI,Threshold25,0.86,100,0
502011,Q99,ASCI,Threshold25,0.94,84,16
502011,Q99,ASCI,Threshold50,0.75,100,0
502011,Q99,ASCI,Threshold50,0.86,100,0
502011,Q99,ASCI,Threshold50,0.94,52,48
502011,Q99,ASCI,Threshold75,0.75,100,0
502011,Q99,ASCI,Threshold75,0.86,100,0
502011,Q99,ASCI,Threshold75,0.94,24,76
502011,Q99,CSCI,Threshold25,0.63,100,0
502011,Q99,CSCI,Threshold25,0.79,100,0
502011,Q99,CSCI,Threshold25,0.92,44,56
502011,Q99,CSCI,Threshold50,0.63,100,0
502011,Q99,CSCI,Threshold50,0.79,100,0
502011,Q99,CSCI,Threshold50,0.92,20,80
