,site,Hydro_Metric,Biol,Threshold,Bio_threshold,Altered,Unaltered
1987,402021,SP_Dur,ASCI,Threshold75,0.75,76,24
2039,402022,SP_Dur,ASCI,Threshold50,0.86,76,24
2040,402022,SP_Dur,ASCI,Threshold50,0.94,76,24
2041,402022,SP_Dur,ASCI,Threshold75,0.75,76,24
2349,402050,Q99,ASCI,Threshold75,0.94,76,24
2571,403011,Q99,CSCI,Threshold50,0.92,76,24
3105,502011,Q99,ASCI,Threshold75,0.94,76,24
3168,502020,Q99,CSCI,Threshold75,0.92,76,24
71,101011,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
72,101011,DS_Dur_WS,CSCI,Threshold75,0.92,75,25
287,201020,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
818,201080,DS_Dur_WS,ASCI,Threshold75,0.86,75,25
1029,203010,DS_Dur_WS,ASCI,Threshold25,0.94,75,25
1032,203010,DS_Dur_WS,ASCI,Threshold50,0.94,75,25
1034,203010,DS_Dur_WS,ASCI,Threshold75,0.86,75,25
1043,203010,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
1068,203010,SP_Dur,ASCI,Threshold50,0.94,75,25
1069,203010,SP_Dur,ASCI,Threshold75,0.75,75,25
1083,204010,DS_Dur_WS,ASCI,Threshold25,0.94,75,25
1086,204010,DS_Dur_WS,ASCI,Threshold50,0.94,75,25
1088,204010,DS_Dur_WS,ASCI,Threshold75,0.86,75,25
1094,204010,DS_Dur_WS,CSCI,Threshold50,0.79,75,25
1248,301010,DS_Dur_WS,ASCI,Threshold50,0.94,75,25
1250,301010,DS_Dur_WS,ASCI,Threshold75,0.86,75,25
1251,301010,DS_Dur_WS,ASCI,Threshold75,0.94,75,25
1254,301010,DS_Dur_WS,CSCI,Threshold25,0.92,75,25
1257,301010,DS_Dur_WS,CSCI,Threshold50,0.92,75,25
1259,301010,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
1260,301010,DS_Dur_WS,CSCI,Threshold75,0.92,75,25
1285,301010,SP_Dur,ASCI,Threshold75,0.75,75,25
1286,301010,SP_Dur,ASCI,Threshold75,0.86,75,25
1287,301010,SP_Dur,ASCI,Threshold75,0.94,75,25
2007,402022,DS_Dur_WS,ASCI,Threshold75,0.94,75,25
2015,402022,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
2067,402023,DS_Dur_WS,CSCI,Threshold50,0.92,75,25
2707,404010,DS_Dur_WS,ASCI,Threshold75,0.75,75,25
2715,404010,DS_Dur_WS,CSCI,Threshold50,0.92,75,25
2798,405010,SP_Dur,ASCI,Threshold75,0.86,75,25
3027,502010,DS_Dur_WS,ASCI,Threshold25,0.94,75,25
3030,502010,DS_Dur_WS,ASCI,Threshold50,0.94,75,25
3032,502010,DS_Dur_WS,ASCI,Threshold75,0.86,75,25
3033,502010,DS_Dur_WS,ASCI,Threshold75,0.94,75,25
3036,502010,DS_Dur_WS,CSCI,Threshold25,0.92,75,25
3039,502010,DS_Dur_WS,CSCI,Threshold50,0.92,75,25
3041,502010,DS_Dur_WS,CSCI,Threshold75,0.79,75,25
3042,502010,DS_Dur_WS,CSCI,Threshold75,0.92,75,25
3230,502030,SP_Dur,ASCI,Threshold75,0.86,75,25
3231,502030,SP_Dur,ASCI,Threshold75,0.94,75,25
1907,402020,DS_Dur_WS,CSCI,Threshold75,0.79,73.68421053,26.31578947
1953,402021,DS_Dur_WS,ASCI,Threshold75,0.94,73.68421053,26.31578947
2738,404010,SP_Dur,ASCI,Threshold25,0.86,73.33333333,26.66666667
745,201062,SP_Dur,ASCI,Threshold75,0.75,72.72727273,27.27272727
1854,402010,DS_Dur_WS,CSCI,Threshold75,0.92,72.72727273,27.27272727
2232,402040,DS_Dur_WS,CSCI,Threshold75,0.92,72.72727273,27.27272727
3120,502011,SP_Dur,ASCI,Threshold50,0.94,72.72727273,27.27272727
3121,502011,SP_Dur,ASCI,Threshold75,0.75,72.72727273,27.27272727
603,201060,DS_Dur_WS,ASCI,Threshold75,0.94,72.22222222,27.77777778
612,201060,DS_Dur_WS,CSCI,Threshold75,0.92,72.22222222,27.77777778
1692,401110,DS_Dur_WS,CSCI,Threshold75,0.92,72.22222222,27.77777778
312,201020,SP_Dur,ASCI,Threshold50,0.94,72,28
567,201050,Q99,ASCI,Threshold75,0.94,72,28
573,201050,Q99,CSCI,Threshold50,0.92,72,28
1610,401100,SP_Dur,ASCI,Threshold75,0.86,72,28
1611,401100,SP_Dur,ASCI,Threshold75,0.94,72,28
1881,402010,SP_Dur,ASCI,Threshold75,0.94,72,28
1911,402020,Q99,ASCI,Threshold25,0.94,72,28
1931,402020,SP_Dur,ASCI,Threshold50,0.86,72,28
1932,402020,SP_Dur,ASCI,Threshold50,0.94,72,28
1933,402020,SP_Dur,ASCI,Threshold75,0.75,72,28
1934,402020,SP_Dur,ASCI,Threshold75,0.86,72,28
1340,301011,SP_Dur,ASCI,Threshold75,0.86,71.42857143,28.57142857
1341,301011,SP_Dur,ASCI,Threshold75,0.94,71.42857143,28.57142857
2169,402031,DS_Dur_WS,ASCI,Threshold75,0.94,71.42857143,28.57142857
2178,402031,DS_Dur_WS,CSCI,Threshold75,0.92,71.42857143,28.57142857
2331,402050,DS_Dur_WS,ASCI,Threshold75,0.94,71.42857143,28.57142857
2384,402051,DS_Dur_WS,ASCI,Threshold75,0.86,71.42857143,28.57142857
2385,402051,DS_Dur_WS,ASCI,Threshold75,0.94,71.42857143,28.57142857
2437,402060,DS_Dur_WS,ASCI,Threshold75,0.75,71.42857143,28.57142857
2438,402060,DS_Dur_WS,ASCI,Threshold75,0.86,71.42857143,28.57142857
2439,402060,DS_Dur_WS,ASCI,Threshold75,0.94,71.42857143,28.57142857
2447,402060,DS_Dur_WS,CSCI,Threshold75,0.79,71.42857143,28.57142857
9,101010,DS_Dur_WS,ASCI,Threshold75,0.94,70,30
12,101010,DS_Dur_WS,CSCI,Threshold25,0.92,70,30
15,101010,DS_Dur_WS,CSCI,Threshold50,0.92,70,30
222,201010,DS_Dur_WS,ASCI,Threshold50,0.94,70,30
224,201010,DS_Dur_WS,ASCI,Threshold75,0.86,70,30
1230,207010,SP_Dur,ASCI,Threshold50,0.94,70,30
2550,403011,DS_Dur_WS,CSCI,Threshold25,0.92,70,30
3065,502010,SP_Dur,ASCI,Threshold50,0.86,70,30
580,201050,SP_Dur,ASCI,Threshold50,0.75,69.56521739,30.43478261
1521,401080,DS_Dur_WS,ASCI,Threshold75,0.94,69.23076923,30.76923077
1527,401080,DS_Dur_WS,CSCI,Threshold50,0.92,69.23076923,30.76923077
2366,402050,SP_Dur,ASCI,Threshold75,0.86,69.23076923,30.76923077
2367,402050,SP_Dur,ASCI,Threshold75,0.94,69.23076923,30.76923077
152,101012,SP_Dur,ASCI,Threshold75,0.86,68.75,31.25
153,101012,SP_Dur,ASCI,Threshold75,0.94,68.75,31.25
2013,402022,DS_Dur_WS,CSCI,Threshold50,0.92,68.75,31.25
1959,402021,DS_Dur_WS,CSCI,Threshold50,0.92,68.42105263,31.57894737
744,201062,SP_Dur,ASCI,Threshold50,0.94,68.18181818,31.81818182
474,201040,SP_Dur,ASCI,Threshold50,0.94,68,32
529,201041,SP_Dur,ASCI,Threshold75,0.75,68,32
681,201061,Q99,CSCI,Threshold50,0.92,68,32
1014,201100,SP_Dur,ASCI,Threshold50,0.94,68,32
1104,204010,Q99,ASCI,Threshold50,0.94,68,32
1609,401100,SP_Dur,ASCI,Threshold75,0.75,68,32
1710,401110,Q99,CSCI,Threshold75,0.92,68,32
1879,402010,SP_Dur,ASCI,Threshold75,0.75,68,32
1880,402010,SP_Dur,ASCI,Threshold75,0.86,68,32
1965,402021,Q99,ASCI,Threshold25,0.94,68,32
2136,402030,Q99,CSCI,Threshold25,0.92,68,32
2144,402030,SP_Dur,ASCI,Threshold25,0.86,68,32
2145,402030,SP_Dur,ASCI,Threshold25,0.94,68,32
2146,402030,SP_Dur,ASCI,Threshold50,0.75,68,32
2199,402031,SP_Dur,ASCI,Threshold25,0.94,68,32
2200,402031,SP_Dur,ASCI,Threshold50,0.75,68,32
3054,502010,Q99,CSCI,Threshold25,0.92,68,32
117,101012,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
120,101012,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
123,101012,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
200,101020,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
201,101020,SP_Dur,ASCI,Threshold25,0.94,66.66666667,33.33333333
202,101020,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
203,101020,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
204,101020,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
276,201020,DS_Dur_WS,ASCI,Threshold50,0.94,66.66666667,33.33333333
278,201020,DS_Dur_WS,ASCI,Threshold75,0.86,66.66666667,33.33333333
369,201030,SP_Dur,ASCI,Threshold75,0.94,66.66666667,33.33333333
416,201031,SP_Dur,ASCI,Threshold25,0.86,66.66666667,33.33333333
417,201031,SP_Dur,ASCI,Threshold25,0.94,66.66666667,33.33333333
418,201031,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
419,201031,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
420,201031,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
421,201031,SP_Dur,ASCI,Threshold75,0.75,66.66666667,33.33333333
450,201040,DS_Dur_WS,CSCI,Threshold75,0.92,66.66666667,33.33333333
609,201060,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
611,201060,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
689,201061,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
690,201061,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
691,201061,SP_Dur,ASCI,Threshold75,0.75,66.66666667,33.33333333
958,201091,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
959,201091,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
960,201091,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
981,201100,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
989,201100,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
990,201100,DS_Dur_WS,CSCI,Threshold75,0.92,66.66666667,33.33333333
1067,203010,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
1087,204010,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
1191,207010,DS_Dur_WS,ASCI,Threshold25,0.94,66.66666667,33.33333333
1193,207010,DS_Dur_WS,ASCI,Threshold50,0.86,66.66666667,33.33333333
1194,207010,DS_Dur_WS,ASCI,Threshold50,0.94,66.66666667,33.33333333
1195,207010,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
1196,207010,DS_Dur_WS,ASCI,Threshold75,0.86,66.66666667,33.33333333
1197,207010,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
1199,207010,DS_Dur_WS,CSCI,Threshold25,0.79,66.66666667,33.33333333
1200,207010,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
1202,207010,DS_Dur_WS,CSCI,Threshold50,0.79,66.66666667,33.33333333
1203,207010,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
1205,207010,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
1206,207010,DS_Dur_WS,CSCI,Threshold75,0.92,66.66666667,33.33333333
1282,301010,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
1283,301010,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
1284,301010,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
1359,301020,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
1365,301020,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
1467,401070,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
1473,401070,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
1476,401070,DS_Dur_WS,CSCI,Threshold75,0.92,66.66666667,33.33333333
1683,401110,DS_Dur_WS,ASCI,Threshold75,0.94,66.66666667,33.33333333
1691,401110,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
2123,402030,DS_Dur_WS,CSCI,Threshold75,0.79,66.66666667,33.33333333
2175,402031,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
2421,402051,SP_Dur,ASCI,Threshold75,0.94,66.66666667,33.33333333
2490,403010,DS_Dur_WS,ASCI,Threshold50,0.94,66.66666667,33.33333333
2491,403010,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
2496,403010,DS_Dur_WS,CSCI,Threshold25,0.92,66.66666667,33.33333333
2498,403010,DS_Dur_WS,CSCI,Threshold50,0.79,66.66666667,33.33333333
2500,403010,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
2761,405010,DS_Dur_WS,ASCI,Threshold75,0.75,66.66666667,33.33333333
2769,405010,DS_Dur_WS,CSCI,Threshold50,0.92,66.66666667,33.33333333
2770,405010,DS_Dur_WS,CSCI,Threshold75,0.63,66.66666667,33.33333333
2796,405010,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
2797,405010,SP_Dur,ASCI,Threshold75,0.75,66.66666667,33.33333333
2906,501010,SP_Dur,ASCI,Threshold75,0.86,66.66666667,33.33333333
2907,501010,SP_Dur,ASCI,Threshold75,0.94,66.66666667,33.33333333
3010,501020,SP_Dur,ASCI,Threshold50,0.75,66.66666667,33.33333333
3011,501020,SP_Dur,ASCI,Threshold50,0.86,66.66666667,33.33333333
3012,501020,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
3013,501020,SP_Dur,ASCI,Threshold75,0.75,66.66666667,33.33333333
3174,502020,SP_Dur,ASCI,Threshold50,0.94,66.66666667,33.33333333
3175,502020,SP_Dur,ASCI,Threshold75,0.75,66.66666667,33.33333333
1553,401080,SP_Dur,ASCI,Threshold50,0.86,65.2173913,34.7826087
1554,401080,SP_Dur,ASCI,Threshold50,0.94,65.2173913,34.7826087
1555,401080,SP_Dur,ASCI,Threshold75,0.75,65.2173913,34.7826087
1556,401080,SP_Dur,ASCI,Threshold75,0.86,65.2173913,34.7826087
2581,403011,SP_Dur,ASCI,Threshold75,0.75,65.2173913,34.7826087
90,101011,Q99,CSCI,Threshold75,0.92,64,36
527,201041,SP_Dur,ASCI,Threshold50,0.86,64,36
528,201041,SP_Dur,ASCI,Threshold50,0.94,64,36
726,201062,Q99,ASCI,Threshold50,0.94,64,36
799,201070,SP_Dur,ASCI,Threshold75,0.75,64,36
853,201080,SP_Dur,ASCI,Threshold75,0.75,64,36
1013,201100,SP_Dur,ASCI,Threshold50,0.86,64,36
1119,204010,SP_Dur,ASCI,Threshold25,0.94,64,36
1120,204010,SP_Dur,ASCI,Threshold50,0.75,64,36
1386,301020,Q99,CSCI,Threshold75,0.92,64,36
1539,401080,Q99,ASCI,Threshold75,0.94,64,36
1608,401100,SP_Dur,ASCI,Threshold50,0.94,64,36
1878,402010,SP_Dur,ASCI,Threshold50,0.94,64,36
2019,402022,Q99,ASCI,Threshold25,0.94,64,36
2090,402023,SP_Dur,ASCI,Threshold25,0.86,64,36
2091,402023,SP_Dur,ASCI,Threshold25,0.94,64,36
2092,402023,SP_Dur,ASCI,Threshold50,0.75,64,36
2099,402023,SP_Tim,CSCI,Threshold25,0.79,64,36
2100,402023,SP_Tim,CSCI,Threshold25,0.92,64,36
2102,402023,SP_Tim,CSCI,Threshold50,0.79,64,36
2103,402023,SP_Tim,CSCI,Threshold50,0.92,64,36
2104,402023,SP_Tim,CSCI,Threshold75,0.63,64,36
2105,402023,SP_Tim,CSCI,Threshold75,0.79,64,36
2106,402023,SP_Tim,CSCI,Threshold75,0.92,64,36
2153,402030,SP_Tim,CSCI,Threshold25,0.79,64,36
2154,402030,SP_Tim,CSCI,Threshold25,0.92,64,36
2156,402030,SP_Tim,CSCI,Threshold50,0.79,64,36
2157,402030,SP_Tim,CSCI,Threshold50,0.92,64,36
2158,402030,SP_Tim,CSCI,Threshold75,0.63,64,36
2159,402030,SP_Tim,CSCI,Threshold75,0.79,64,36
2160,402030,SP_Tim,CSCI,Threshold75,0.92,64,36
2198,402031,SP_Dur,ASCI,Threshold25,0.86,64,36
2207,402031,SP_Tim,CSCI,Threshold25,0.79,64,36
2208,402031,SP_Tim,CSCI,Threshold25,0.92,64,36
2210,402031,SP_Tim,CSCI,Threshold50,0.79,64,36
2211,402031,SP_Tim,CSCI,Threshold50,0.92,64,36
2212,402031,SP_Tim,CSCI,Threshold75,0.63,64,36
2213,402031,SP_Tim,CSCI,Threshold75,0.79,64,36
2214,402031,SP_Tim,CSCI,Threshold75,0.92,64,36
2352,402050,Q99,CSCI,Threshold25,0.92,64,36
2406,402051,Q99,CSCI,Threshold25,0.92,64,36
2463,402060,Q99,CSCI,Threshold50,0.92,64,36
2565,403011,Q99,ASCI,Threshold75,0.94,64,36
2676,403030,Q99,CSCI,Threshold25,0.92,64,36
743,201062,SP_Dur,ASCI,Threshold50,0.86,63.63636364,36.36363636
1575,401100,DS_Dur_WS,ASCI,Threshold75,0.94,63.63636364,36.36363636
1581,401100,DS_Dur_WS,CSCI,Threshold50,0.92,63.63636364,36.36363636
1844,402010,DS_Dur_WS,ASCI,Threshold75,0.86,63.63636364,36.36363636
1845,402010,DS_Dur_WS,ASCI,Threshold75,0.94,63.63636364,36.36363636
1853,402010,DS_Dur_WS,CSCI,Threshold75,0.79,63.63636364,36.36363636
3119,502011,SP_Dur,ASCI,Threshold50,0.86,63.63636364,36.36363636
1899,402020,DS_Dur_WS,ASCI,Threshold75,0.94,63.15789474,36.84210526
1905,402020,DS_Dur_WS,CSCI,Threshold50,0.92,63.15789474,36.84210526
44,101010,SP_Dur,ASCI,Threshold75,0.86,62.5,37.5
45,101010,SP_Dur,ASCI,Threshold75,0.94,62.5,37.5
63,101011,DS_Dur_WS,ASCI,Threshold75,0.94,62.5,37.5
69,101011,DS_Dur_WS,CSCI,Threshold50,0.92,62.5,37.5
151,101012,SP_Dur,ASCI,Threshold75,0.75,62.5,37.5
1392,301020,SP_Dur,ASCI,Threshold50,0.94,62.5,37.5
1393,301020,SP_Dur,ASCI,Threshold75,0.75,62.5,37.5
1394,301020,SP_Dur,ASCI,Threshold75,0.86,62.5,37.5
1395,301020,SP_Dur,ASCI,Threshold75,0.94,62.5,37.5
1449,301030,SP_Dur,ASCI,Threshold75,0.94,62.5,37.5
2058,402023,DS_Dur_WS,ASCI,Threshold50,0.94,62.5,37.5
2060,402023,DS_Dur_WS,ASCI,Threshold75,0.86,62.5,37.5
2259,402040,SP_Dur,ASCI,Threshold75,0.94,62.5,37.5
2716,404010,DS_Dur_WS,CSCI,Threshold75,0.63,62.5,37.5
3227,502030,SP_Dur,ASCI,Threshold50,0.86,62.5,37.5
3228,502030,SP_Dur,ASCI,Threshold50,0.94,62.5,37.5
3229,502030,SP_Dur,ASCI,Threshold75,0.75,62.5,37.5
2177,402031,DS_Dur_WS,CSCI,Threshold75,0.79,61.9047619,38.0952381
1518,401080,DS_Dur_WS,ASCI,Threshold50,0.94,61.53846154,38.46153846
1524,401080,DS_Dur_WS,CSCI,Threshold25,0.92,61.53846154,38.46153846
2365,402050,SP_Dur,ASCI,Threshold75,0.75,61.53846154,38.46153846
711,201062,DS_Dur_WS,ASCI,Threshold75,0.94,61.11111111,38.88888889
719,201062,DS_Dur_WS,CSCI,Threshold75,0.79,61.11111111,38.88888889
2118,402030,DS_Dur_WS,CSCI,Threshold25,0.92,61.11111111,38.88888889
635,201060,SP_Dur,ASCI,Threshold50,0.86,60.86956522,39.13043478
1551,401080,SP_Dur,ASCI,Threshold25,0.94,60.86956522,39.13043478
1552,401080,SP_Dur,ASCI,Threshold50,0.75,60.86956522,39.13043478
2580,403011,SP_Dur,ASCI,Threshold50,0.94,60.86956522,39.13043478
2664,403030,DS_Dur_WS,CSCI,Threshold75,0.92,60.86956522,39.13043478
6,101010,DS_Dur_WS,ASCI,Threshold50,0.94,60,40
257,201010,SP_Dur,ASCI,Threshold50,0.86,60,40
311,201020,SP_Dur,ASCI,Threshold50,0.86,60,40
331,201030,DS_Dur_WS,ASCI,Threshold75,0.75,60,40
332,201030,DS_Dur_WS,ASCI,Threshold75,0.86,60,40
473,201040,SP_Dur,ASCI,Threshold50,0.86,60,40
615,201060,Q99,ASCI,Threshold25,0.94,60,40
675,201061,Q99,ASCI,Threshold75,0.94,60,40
764,201070,DS_Dur_WS,ASCI,Threshold75,0.86,60,40
852,201080,SP_Dur,ASCI,Threshold50,0.94,60,40
867,201090,DS_Dur_WS,ASCI,Threshold25,0.94,60,40
870,201090,DS_Dur_WS,ASCI,Threshold50,0.94,60,40
872,201090,DS_Dur_WS,ASCI,Threshold75,0.86,60,40
881,201090,DS_Dur_WS,CSCI,Threshold75,0.79,60,40
1056,203010,Q99,CSCI,Threshold25,0.92,60,40
1167,205010,Q99,CSCI,Threshold50,0.92,60,40
1272,301010,Q99,CSCI,Threshold25,0.92,60,40
1440,301030,Q99,CSCI,Threshold75,0.92,60,40
1542,401080,Q99,CSCI,Threshold25,0.92,60,40
1607,401100,SP_Dur,ASCI,Threshold50,0.86,60,40
1929,402020,SP_Dur,ASCI,Threshold25,0.94,60,40
1930,402020,SP_Dur,ASCI,Threshold50,0.75,60,40
1983,402021,SP_Dur,ASCI,Threshold25,0.94,60,40
1984,402021,SP_Dur,ASCI,Threshold50,0.75,60,40
1998,402021,SP_Tim,CSCI,Threshold75,0.92,60,40
2038,402022,SP_Dur,ASCI,Threshold50,0.75,60,40
2101,402023,SP_Tim,CSCI,Threshold50,0.63,60,40
2155,402030,SP_Tim,CSCI,Threshold50,0.63,60,40
2190,402031,Q99,CSCI,Threshold25,0.92,60,40
2209,402031,SP_Tim,CSCI,Threshold50,0.63,60,40
2544,403011,DS_Dur_WS,ASCI,Threshold50,0.94,60,40
2545,403011,DS_Dur_WS,ASCI,Threshold75,0.75,60,40
2546,403011,DS_Dur_WS,ASCI,Threshold75,0.86,60,40
2552,403011,DS_Dur_WS,CSCI,Threshold50,0.79,60,40
2555,403011,DS_Dur_WS,CSCI,Threshold75,0.79,60,40
2730,404010,Q99,CSCI,Threshold25,0.92,60,40
2784,405010,Q99,CSCI,Threshold25,0.92,60,40
2869,501010,DS_Dur_WS,ASCI,Threshold75,0.75,60,40
2870,501010,DS_Dur_WS,ASCI,Threshold75,0.86,60,40
2877,501010,DS_Dur_WS,CSCI,Threshold50,0.92,60,40
2878,501010,DS_Dur_WS,CSCI,Threshold75,0.63,60,40
3087,502011,DS_Dur_WS,ASCI,Threshold75,0.94,60,40
3090,502011,DS_Dur_WS,CSCI,Threshold25,0.92,60,40
3093,502011,DS_Dur_WS,CSCI,Threshold50,0.92,60,40
1746,401120,DS_Dur_WS,CSCI,Threshold75,0.92,59.09090909,40.90909091
2229,402040,DS_Dur_WS,CSCI,Threshold50,0.92,59.09090909,40.90909091
367,201030,SP_Dur,ASCI,Threshold75,0.75,58.33333333,41.66666667
368,201030,SP_Dur,ASCI,Threshold75,0.86,58.33333333,41.66666667
817,201080,DS_Dur_WS,ASCI,Threshold75,0.75,58.33333333,41.66666667
909,201090,SP_Dur,ASCI,Threshold75,0.94,58.33333333,41.66666667
987,201100,DS_Dur_WS,CSCI,Threshold50,0.92,58.33333333,41.66666667
1074,203010,SP_Tim,CSCI,Threshold25,0.92,58.33333333,41.66666667
1076,203010,SP_Tim,CSCI,Threshold50,0.79,58.33333333,41.66666667
1077,203010,SP_Tim,CSCI,Threshold50,0.92,58.33333333,41.66666667
1079,203010,SP_Tim,CSCI,Threshold75,0.79,58.33333333,41.66666667
1080,203010,SP_Tim,CSCI,Threshold75,0.92,58.33333333,41.66666667
1281,301010,SP_Dur,ASCI,Threshold25,0.94,58.33333333,41.66666667
2257,402040,SP_Dur,ASCI,Threshold75,0.75,58.33333333,41.66666667
2258,402040,SP_Dur,ASCI,Threshold75,0.86,58.33333333,41.66666667
2418,402051,SP_Dur,ASCI,Threshold50,0.94,58.33333333,41.66666667
2419,402051,SP_Dur,ASCI,Threshold75,0.75,58.33333333,41.66666667
2420,402051,SP_Dur,ASCI,Threshold75,0.86,58.33333333,41.66666667
2805,405010,SP_Tim,CSCI,Threshold50,0.92,58.33333333,41.66666667
2807,405010,SP_Tim,CSCI,Threshold75,0.79,58.33333333,41.66666667
2808,405010,SP_Tim,CSCI,Threshold75,0.92,58.33333333,41.66666667
2851,405020,SP_Dur,ASCI,Threshold75,0.75,58.33333333,41.66666667
2904,501010,SP_Dur,ASCI,Threshold50,0.94,58.33333333,41.66666667
2905,501010,SP_Dur,ASCI,Threshold75,0.75,58.33333333,41.66666667
1950,402021,DS_Dur_WS,ASCI,Threshold50,0.94,57.89473684,42.10526316
1952,402021,DS_Dur_WS,ASCI,Threshold75,0.86,57.89473684,42.10526316
1337,301011,SP_Dur,ASCI,Threshold50,0.86,57.14285714,42.85714286
1338,301011,SP_Dur,ASCI,Threshold50,0.94,57.14285714,42.85714286
1339,301011,SP_Dur,ASCI,Threshold75,0.75,57.14285714,42.85714286
2330,402050,DS_Dur_WS,ASCI,Threshold75,0.86,57.14285714,42.85714286
2337,402050,DS_Dur_WS,CSCI,Threshold50,0.92,57.14285714,42.85714286
2382,402051,DS_Dur_WS,ASCI,Threshold50,0.94,57.14285714,42.85714286
2383,402051,DS_Dur_WS,ASCI,Threshold75,0.75,57.14285714,42.85714286
2390,402051,DS_Dur_WS,CSCI,Threshold50,0.79,57.14285714,42.85714286
2391,402051,DS_Dur_WS,CSCI,Threshold50,0.92,57.14285714,42.85714286
2436,402060,DS_Dur_WS,ASCI,Threshold50,0.94,57.14285714,42.85714286
2444,402060,DS_Dur_WS,CSCI,Threshold50,0.79,57.14285714,42.85714286
2445,402060,DS_Dur_WS,CSCI,Threshold50,0.92,57.14285714,42.85714286
648,201060,SP_Tim,CSCI,Threshold75,0.92,56.52173913,43.47826087
1550,401080,SP_Dur,ASCI,Threshold25,0.86,56.52173913,43.47826087
2579,403011,SP_Dur,ASCI,Threshold50,0.86,56.52173913,43.47826087
42,101010,SP_Dur,ASCI,Threshold50,0.94,56.25,43.75
43,101010,SP_Dur,ASCI,Threshold75,0.75,56.25,43.75
98,101011,SP_Dur,ASCI,Threshold75,0.86,56.25,43.75
99,101011,SP_Dur,ASCI,Threshold75,0.94,56.25,43.75
2005,402022,DS_Dur_WS,ASCI,Threshold75,0.75,56.25,43.75
2006,402022,DS_Dur_WS,ASCI,Threshold75,0.86,56.25,43.75
2059,402023,DS_Dur_WS,ASCI,Threshold75,0.75,56.25,43.75
2064,402023,DS_Dur_WS,CSCI,Threshold25,0.92,56.25,43.75
2066,402023,DS_Dur_WS,CSCI,Threshold50,0.79,56.25,43.75
256,201010,SP_Dur,ASCI,Threshold50,0.75,56,44
540,201041,SP_Tim,CSCI,Threshold75,0.92,56,44
570,201050,Q99,CSCI,Threshold25,0.92,56,44
798,201070,SP_Dur,ASCI,Threshold50,0.94,56,44
1937,402020,SP_Tim,CSCI,Threshold25,0.79,56,44
1938,402020,SP_Tim,CSCI,Threshold25,0.92,56,44
1940,402020,SP_Tim,CSCI,Threshold50,0.79,56,44
1941,402020,SP_Tim,CSCI,Threshold50,0.92,56,44
1942,402020,SP_Tim,CSCI,Threshold75,0.63,56,44
1943,402020,SP_Tim,CSCI,Threshold75,0.79,56,44
