,site,Hydro_Metric,Biol,Threshold,Bio_threshold,Altered,Unaltered
2746,404010,SP_Tim,CSCI,Threshold25,0.63,13.33333333,86.66666667
2747,404010,SP_Tim,CSCI,Threshold25,0.79,13.33333333,86.66666667
2749,404010,SP_Tim,CSCI,Threshold50,0.63,13.33333333,86.66666667
586,201050,SP_Tim,CSCI,Threshold25,0.63,13.04347826,86.95652174
59,101011,DS_Dur_WS,ASCI,Threshold50,0.86,12.5,87.5
65,101011,DS_Dur_WS,CSCI,Threshold25,0.79,12.5,87.5
70,101011,DS_Dur_WS,CSCI,Threshold75,0.63,12.5,87.5
100,101011,SP_Tim,CSCI,Threshold25,0.63,12.5,87.5
1387,301020,SP_Dur,ASCI,Threshold25,0.75,12.5,87.5
1397,301020,SP_Tim,CSCI,Threshold25,0.79,12.5,87.5
1398,301020,SP_Tim,CSCI,Threshold25,0.92,12.5,87.5
1400,301020,SP_Tim,CSCI,Threshold50,0.79,12.5,87.5
1401,301020,SP_Tim,CSCI,Threshold50,0.92,12.5,87.5
1402,301020,SP_Tim,CSCI,Threshold75,0.63,12.5,87.5
1403,301020,SP_Tim,CSCI,Threshold75,0.79,12.5,87.5
1404,301020,SP_Tim,CSCI,Threshold75,0.92,12.5,87.5
1451,301030,SP_Tim,CSCI,Threshold25,0.79,12.5,87.5
1452,301030,SP_Tim,CSCI,Threshold25,0.92,12.5,87.5
1454,301030,SP_Tim,CSCI,Threshold50,0.79,12.5,87.5
1455,301030,SP_Tim,CSCI,Threshold50,0.92,12.5,87.5
1456,301030,SP_Tim,CSCI,Threshold75,0.63,12.5,87.5
1457,301030,SP_Tim,CSCI,Threshold75,0.79,12.5,87.5
1458,301030,SP_Tim,CSCI,Threshold75,0.92,12.5,87.5
1999,402022,DS_Dur_WS,ASCI,Threshold25,0.75,12.5,87.5
2000,402022,DS_Dur_WS,ASCI,Threshold25,0.86,12.5,87.5
2011,402022,DS_Dur_WS,CSCI,Threshold50,0.63,12.5,87.5
2053,402023,DS_Dur_WS,ASCI,Threshold25,0.75,12.5,87.5
2054,402023,DS_Dur_WS,ASCI,Threshold25,0.86,12.5,87.5
2703,404010,DS_Dur_WS,ASCI,Threshold25,0.94,12.5,87.5
2711,404010,DS_Dur_WS,CSCI,Threshold25,0.79,12.5,87.5
2712,404010,DS_Dur_WS,CSCI,Threshold25,0.92,12.5,87.5
3233,502030,SP_Tim,CSCI,Threshold25,0.79,12.5,87.5
3234,502030,SP_Tim,CSCI,Threshold25,0.92,12.5,87.5
3236,502030,SP_Tim,CSCI,Threshold50,0.79,12.5,87.5
3237,502030,SP_Tim,CSCI,Threshold50,0.92,12.5,87.5
3238,502030,SP_Tim,CSCI,Threshold75,0.63,12.5,87.5
3239,502030,SP_Tim,CSCI,Threshold75,0.79,12.5,87.5
3240,502030,SP_Tim,CSCI,Threshold75,0.92,12.5,87.5
195,101020,Q99,CSCI,Threshold50,0.92,12,88
253,201010,SP_Dur,ASCI,Threshold25,0.75,12,88
307,201020,SP_Dur,ASCI,Threshold25,0.75,12,88
354,201030,Q99,CSCI,Threshold25,0.92,12,88
469,201040,SP_Dur,ASCI,Threshold25,0.75,12,88
620,201060,Q99,ASCI,Threshold75,0.86,12,88
894,201090,Q99,CSCI,Threshold25,0.92,12,88
1047,203010,Q99,ASCI,Threshold25,0.94,12,88
1766,401120,SP_Dur,ASCI,Threshold25,0.86,12,88
1767,401120,SP_Dur,ASCI,Threshold25,0.94,12,88
1775,401120,SP_Tim,CSCI,Threshold25,0.79,12,88
1776,401120,SP_Tim,CSCI,Threshold25,0.92,12,88
1777,401120,SP_Tim,CSCI,Threshold50,0.63,12,88
1778,401120,SP_Tim,CSCI,Threshold50,0.79,12,88
1779,401120,SP_Tim,CSCI,Threshold50,0.92,12,88
1780,401120,SP_Tim,CSCI,Threshold75,0.63,12,88
1781,401120,SP_Tim,CSCI,Threshold75,0.79,12,88
1782,401120,SP_Tim,CSCI,Threshold75,0.92,12,88
1828,401121,SP_Tim,CSCI,Threshold25,0.63,12,88
1873,402010,SP_Dur,ASCI,Threshold25,0.75,12,88
1916,402020,Q99,ASCI,Threshold75,0.86,12,88
1970,402021,Q99,ASCI,Threshold75,0.86,12,88
2024,402022,Q99,ASCI,Threshold75,0.86,12,88
2247,402040,Q99,CSCI,Threshold50,0.92,12,88
2288,402041,Q99,ASCI,Threshold25,0.86,12,88
2289,402041,Q99,ASCI,Threshold25,0.94,12,88
2290,402041,Q99,ASCI,Threshold50,0.75,12,88
2291,402041,Q99,ASCI,Threshold50,0.86,12,88
2292,402041,Q99,ASCI,Threshold50,0.94,12,88
2293,402041,Q99,ASCI,Threshold75,0.75,12,88
2294,402041,Q99,ASCI,Threshold75,0.86,12,88
2298,402041,Q99,CSCI,Threshold25,0.92,12,88
2299,402041,Q99,CSCI,Threshold50,0.63,12,88
2300,402041,Q99,CSCI,Threshold50,0.79,12,88
2301,402041,Q99,CSCI,Threshold50,0.92,12,88
2302,402041,Q99,CSCI,Threshold75,0.63,12,88
2303,402041,Q99,CSCI,Threshold75,0.79,12,88
2685,403030,SP_Dur,ASCI,Threshold25,0.94,12,88
2686,403030,SP_Dur,ASCI,Threshold50,0.75,12,88
2721,404010,Q99,ASCI,Threshold25,0.94,12,88
2310,402041,SP_Dur,ASCI,Threshold50,0.94,11.76470588,88.23529412
109,101012,DS_Dur_WS,ASCI,Threshold25,0.75,11.11111111,88.88888889
110,101012,DS_Dur_WS,ASCI,Threshold25,0.86,11.11111111,88.88888889
112,101012,DS_Dur_WS,ASCI,Threshold50,0.75,11.11111111,88.88888889
121,101012,DS_Dur_WS,CSCI,Threshold50,0.63,11.11111111,88.88888889
124,101012,DS_Dur_WS,CSCI,Threshold75,0.63,11.11111111,88.88888889
605,201060,DS_Dur_WS,CSCI,Threshold25,0.79,11.11111111,88.88888889
607,201060,DS_Dur_WS,CSCI,Threshold50,0.63,11.11111111,88.88888889
694,201061,SP_Tim,CSCI,Threshold25,0.63,11.11111111,88.88888889
697,201061,SP_Tim,CSCI,Threshold50,0.63,11.11111111,88.88888889
706,201062,DS_Dur_WS,ASCI,Threshold50,0.75,11.11111111,88.88888889
707,201062,DS_Dur_WS,ASCI,Threshold50,0.86,11.11111111,88.88888889
713,201062,DS_Dur_WS,CSCI,Threshold25,0.79,11.11111111,88.88888889
1678,401110,DS_Dur_WS,ASCI,Threshold50,0.75,11.11111111,88.88888889
1679,401110,DS_Dur_WS,ASCI,Threshold50,0.86,11.11111111,88.88888889
1685,401110,DS_Dur_WS,CSCI,Threshold25,0.79,11.11111111,88.88888889
2119,402030,DS_Dur_WS,CSCI,Threshold50,0.63,11.11111111,88.88888889
2965,501011,SP_Tim,CSCI,Threshold50,0.63,11.11111111,88.88888889
3019,501020,SP_Tim,CSCI,Threshold50,0.63,11.11111111,88.88888889
3181,502020,SP_Tim,CSCI,Threshold50,0.63,11.11111111,88.88888889
1822,401121,SP_Dur,ASCI,Threshold50,0.75,10.52631579,89.47368421
1823,401121,SP_Dur,ASCI,Threshold50,0.86,10.52631579,89.47368421
1824,401121,SP_Dur,ASCI,Threshold50,0.94,10.52631579,89.47368421
1825,401121,SP_Dur,ASCI,Threshold75,0.75,10.52631579,89.47368421
1891,402020,DS_Dur_WS,ASCI,Threshold25,0.75,10.52631579,89.47368421
1903,402020,DS_Dur_WS,CSCI,Threshold50,0.63,10.52631579,89.47368421
1945,402021,DS_Dur_WS,ASCI,Threshold25,0.75,10.52631579,89.47368421
1946,402021,DS_Dur_WS,ASCI,Threshold25,0.86,10.52631579,89.47368421
1957,402021,DS_Dur_WS,CSCI,Threshold50,0.63,10.52631579,89.47368421
1,101010,DS_Dur_WS,ASCI,Threshold25,0.75,10,90
13,101010,DS_Dur_WS,CSCI,Threshold50,0.63,10,90
220,201010,DS_Dur_WS,ASCI,Threshold50,0.75,10,90
760,201070,DS_Dur_WS,ASCI,Threshold50,0.75,10,90
1181,205010,SP_Tim,CSCI,Threshold25,0.79,10,90
1182,205010,SP_Tim,CSCI,Threshold25,0.92,10,90
1184,205010,SP_Tim,CSCI,Threshold50,0.79,10,90
1186,205010,SP_Tim,CSCI,Threshold75,0.63,10,90
1235,207010,SP_Tim,CSCI,Threshold25,0.79,10,90
1236,207010,SP_Tim,CSCI,Threshold25,0.92,10,90
1238,207010,SP_Tim,CSCI,Threshold50,0.79,10,90
1240,207010,SP_Tim,CSCI,Threshold75,0.63,10,90
1787,401121,DS_Dur_WS,ASCI,Threshold50,0.86,10,90
1793,401121,DS_Dur_WS,CSCI,Threshold25,0.79,10,90
2551,403011,DS_Dur_WS,CSCI,Threshold50,0.63,10,90
3073,502010,SP_Tim,CSCI,Threshold50,0.63,10,90
2161,402031,DS_Dur_WS,ASCI,Threshold25,0.75,9.523809524,90.47619048
2162,402031,DS_Dur_WS,ASCI,Threshold25,0.86,9.523809524,90.47619048
2173,402031,DS_Dur_WS,CSCI,Threshold50,0.63,9.523809524,90.47619048
2596,403020,DS_Dur_WS,ASCI,Threshold50,0.75,9.523809524,90.47619048
2597,403020,DS_Dur_WS,ASCI,Threshold50,0.86,9.523809524,90.47619048
2598,403020,DS_Dur_WS,ASCI,Threshold50,0.94,9.523809524,90.47619048
2603,403020,DS_Dur_WS,CSCI,Threshold25,0.79,9.523809524,90.47619048
2605,403020,DS_Dur_WS,CSCI,Threshold50,0.63,9.523809524,90.47619048
550,201050,DS_Dur_WS,CSCI,Threshold25,0.63,9.090909091,90.90909091
1712,401110,SP_Dur,ASCI,Threshold25,0.86,9.090909091,90.90909091
1713,401110,SP_Dur,ASCI,Threshold25,0.94,9.090909091,90.90909091
1714,401110,SP_Dur,ASCI,Threshold50,0.75,9.090909091,90.90909091
1837,402010,DS_Dur_WS,ASCI,Threshold25,0.75,9.090909091,90.90909091
1838,402010,DS_Dur_WS,ASCI,Threshold25,0.86,9.090909091,90.90909091
1840,402010,DS_Dur_WS,ASCI,Threshold50,0.75,9.090909091,90.90909091
1841,402010,DS_Dur_WS,ASCI,Threshold50,0.86,9.090909091,90.90909091
1847,402010,DS_Dur_WS,CSCI,Threshold25,0.79,9.090909091,90.90909091
1849,402010,DS_Dur_WS,CSCI,Threshold50,0.63,9.090909091,90.90909091
3127,502011,SP_Tim,CSCI,Threshold50,0.63,9.090909091,90.90909091
2658,403030,DS_Dur_WS,CSCI,Threshold25,0.92,8.695652174,91.30434783
370,201030,SP_Tim,CSCI,Threshold25,0.63,8.333333333,91.66666667
437,201040,DS_Dur_WS,ASCI,Threshold50,0.86,8.333333333,91.66666667
443,201040,DS_Dur_WS,CSCI,Threshold25,0.79,8.333333333,91.66666667
490,201041,DS_Dur_WS,ASCI,Threshold50,0.75,8.333333333,91.66666667
491,201041,DS_Dur_WS,ASCI,Threshold50,0.86,8.333333333,91.66666667
497,201041,DS_Dur_WS,CSCI,Threshold25,0.79,8.333333333,91.66666667
811,201080,DS_Dur_WS,ASCI,Threshold25,0.75,8.333333333,91.66666667
812,201080,DS_Dur_WS,ASCI,Threshold25,0.86,8.333333333,91.66666667
823,201080,DS_Dur_WS,CSCI,Threshold50,0.63,8.333333333,91.66666667
1090,204010,DS_Dur_WS,CSCI,Threshold25,0.63,8.333333333,91.66666667
1288,301010,SP_Tim,CSCI,Threshold25,0.63,8.333333333,91.66666667
2422,402051,SP_Tim,CSCI,Threshold25,0.63,8.333333333,91.66666667
2791,405010,SP_Dur,ASCI,Threshold25,0.75,8.333333333,91.66666667
2792,405010,SP_Dur,ASCI,Threshold25,0.86,8.333333333,91.66666667
2845,405020,SP_Dur,ASCI,Threshold25,0.75,8.333333333,91.66666667
189,101020,Q99,ASCI,Threshold75,0.94,8,92
411,201031,Q99,CSCI,Threshold50,0.92,8,92
532,201041,SP_Tim,CSCI,Threshold25,0.63,8,92
793,201070,SP_Dur,ASCI,Threshold25,0.75,8,92
847,201080,SP_Dur,ASCI,Threshold25,0.75,8,92
951,201091,Q99,CSCI,Threshold50,0.92,8,92
1212,207010,Q99,ASCI,Threshold50,0.94,8,92
1765,401120,SP_Dur,ASCI,Threshold25,0.75,8,92
1774,401120,SP_Tim,CSCI,Threshold25,0.63,8,92
2181,402031,Q99,ASCI,Threshold25,0.94,8,92
2241,402040,Q99,ASCI,Threshold75,0.94,8,92
2287,402041,Q99,ASCI,Threshold25,0.75,8,92
2296,402041,Q99,CSCI,Threshold25,0.63,8,92
2297,402041,Q99,CSCI,Threshold25,0.79,8,92
2638,403020,SP_Tim,CSCI,Threshold25,0.63,8,92
2683,403030,SP_Dur,ASCI,Threshold25,0.75,8,92
2684,403030,SP_Dur,ASCI,Threshold25,0.86,8,92
2692,403030,SP_Tim,CSCI,Threshold25,0.63,8,92
3219,502030,Q99,CSCI,Threshold50,0.92,8,92
1513,401080,DS_Dur_WS,ASCI,Threshold25,0.75,7.692307692,92.30769231
1514,401080,DS_Dur_WS,ASCI,Threshold25,0.86,7.692307692,92.30769231
154,101012,SP_Tim,CSCI,Threshold25,0.63,6.25,93.75
2065,402023,DS_Dur_WS,CSCI,Threshold50,0.63,6.25,93.75
2307,402041,SP_Dur,ASCI,Threshold25,0.94,5.882352941,94.11764706
2308,402041,SP_Dur,ASCI,Threshold50,0.75,5.882352941,94.11764706
2309,402041,SP_Dur,ASCI,Threshold50,0.86,5.882352941,94.11764706
595,201060,DS_Dur_WS,ASCI,Threshold25,0.75,5.555555556,94.44444444
596,201060,DS_Dur_WS,ASCI,Threshold25,0.86,5.555555556,94.44444444
703,201062,DS_Dur_WS,ASCI,Threshold25,0.75,5.555555556,94.44444444
704,201062,DS_Dur_WS,ASCI,Threshold25,0.86,5.555555556,94.44444444
715,201062,DS_Dur_WS,CSCI,Threshold50,0.63,5.555555556,94.44444444
1675,401110,DS_Dur_WS,ASCI,Threshold25,0.75,5.555555556,94.44444444
1676,401110,DS_Dur_WS,ASCI,Threshold25,0.86,5.555555556,94.44444444
1687,401110,DS_Dur_WS,CSCI,Threshold50,0.63,5.555555556,94.44444444
2107,402030,DS_Dur_WS,ASCI,Threshold25,0.75,5.555555556,94.44444444
2108,402030,DS_Dur_WS,ASCI,Threshold25,0.86,5.555555556,94.44444444
1820,401121,SP_Dur,ASCI,Threshold25,0.86,5.263157895,94.73684211
1821,401121,SP_Dur,ASCI,Threshold25,0.94,5.263157895,94.73684211
1900,402020,DS_Dur_WS,CSCI,Threshold25,0.63,5.263157895,94.73684211
1954,402021,DS_Dur_WS,CSCI,Threshold25,0.63,5.263157895,94.73684211
1798,401121,DS_Dur_WS,CSCI,Threshold75,0.63,5,95
2595,403020,DS_Dur_WS,ASCI,Threshold25,0.94,4.761904762,95.23809524
1711,401110,SP_Dur,ASCI,Threshold25,0.75,4.545454545,95.45454545
1721,401110,SP_Tim,CSCI,Threshold25,0.79,4.545454545,95.45454545
1722,401110,SP_Tim,CSCI,Threshold25,0.92,4.545454545,95.45454545
1723,401110,SP_Tim,CSCI,Threshold50,0.63,4.545454545,95.45454545
1724,401110,SP_Tim,CSCI,Threshold50,0.79,4.545454545,95.45454545
1726,401110,SP_Tim,CSCI,Threshold75,0.63,4.545454545,95.45454545
1729,401120,DS_Dur_WS,ASCI,Threshold25,0.75,4.545454545,95.45454545
1730,401120,DS_Dur_WS,ASCI,Threshold25,0.86,4.545454545,95.45454545
1741,401120,DS_Dur_WS,CSCI,Threshold50,0.63,4.545454545,95.45454545
2215,402040,DS_Dur_WS,ASCI,Threshold25,0.75,4.545454545,95.45454545
2216,402040,DS_Dur_WS,ASCI,Threshold25,0.86,4.545454545,95.45454545
2227,402040,DS_Dur_WS,CSCI,Threshold50,0.63,4.545454545,95.45454545
640,201060,SP_Tim,CSCI,Threshold25,0.63,4.347826087,95.65217391
2649,403030,DS_Dur_WS,ASCI,Threshold25,0.94,4.347826087,95.65217391
2651,403030,DS_Dur_WS,ASCI,Threshold50,0.86,4.347826087,95.65217391
21,101010,Q99,ASCI,Threshold25,0.94,4,96
75,101011,Q99,ASCI,Threshold25,0.94,4,96
78,101011,Q99,ASCI,Threshold50,0.94,4,96
132,101012,Q99,ASCI,Threshold50,0.94,4,96
348,201030,Q99,ASCI,Threshold50,0.94,4,96
457,201040,Q99,ASCI,Threshold75,0.75,4,96
511,201041,Q99,ASCI,Threshold75,0.75,4,96
626,201060,Q99,CSCI,Threshold50,0.79,4,96
888,201090,Q99,ASCI,Threshold50,0.94,4,96
997,201100,Q99,ASCI,Threshold75,0.75,4,96
1277,301010,Q99,CSCI,Threshold75,0.79,4,96
1326,301011,Q99,CSCI,Threshold25,0.92,4,96
1428,301030,Q99,ASCI,Threshold50,0.94,4,96
1485,401070,Q99,ASCI,Threshold75,0.94,4,96
1488,401070,Q99,CSCI,Threshold25,0.92,4,96
1547,401080,Q99,CSCI,Threshold75,0.79,4,96
1646,401101,Q99,ASCI,Threshold75,0.86,4,96
1647,401101,Q99,ASCI,Threshold75,0.94,4,96
1654,401101,Q99,CSCI,Threshold75,0.63,4,96
1656,401101,Q99,CSCI,Threshold75,0.92,4,96
1698,401110,Q99,ASCI,Threshold50,0.94,4,96
1747,401120,Q99,ASCI,Threshold25,0.75,4,96
1748,401120,Q99,ASCI,Threshold25,0.86,4,96
1749,401120,Q99,ASCI,Threshold25,0.94,4,96
1750,401120,Q99,ASCI,Threshold50,0.75,4,96
1751,401120,Q99,ASCI,Threshold50,0.86,4,96
1752,401120,Q99,ASCI,Threshold50,0.94,4,96
1753,401120,Q99,ASCI,Threshold75,0.75,4,96
1754,401120,Q99,ASCI,Threshold75,0.86,4,96
1755,401120,Q99,ASCI,Threshold75,0.94,4,96
1756,401120,Q99,CSCI,Threshold25,0.63,4,96
1757,401120,Q99,CSCI,Threshold25,0.79,4,96
1758,401120,Q99,CSCI,Threshold25,0.92,4,96
1759,401120,Q99,CSCI,Threshold50,0.63,4,96
1760,401120,Q99,CSCI,Threshold50,0.79,4,96
1761,401120,Q99,CSCI,Threshold50,0.92,4,96
1762,401120,Q99,CSCI,Threshold75,0.63,4,96
1763,401120,Q99,CSCI,Threshold75,0.79,4,96
1764,401120,Q99,CSCI,Threshold75,0.92,4,96
1802,401121,Q99,ASCI,Threshold25,0.86,4,96
1803,401121,Q99,ASCI,Threshold25,0.94,4,96
1804,401121,Q99,ASCI,Threshold50,0.75,4,96
1805,401121,Q99,ASCI,Threshold50,0.86,4,96
1806,401121,Q99,ASCI,Threshold50,0.94,4,96
1807,401121,Q99,ASCI,Threshold75,0.75,4,96
1808,401121,Q99,ASCI,Threshold75,0.86,4,96
1809,401121,Q99,ASCI,Threshold75,0.94,4,96
1812,401121,Q99,CSCI,Threshold25,0.92,4,96
1813,401121,Q99,CSCI,Threshold50,0.63,4,96
1814,401121,Q99,CSCI,Threshold50,0.79,4,96
1815,401121,Q99,CSCI,Threshold50,0.92,4,96
1816,401121,Q99,CSCI,Threshold75,0.63,4,96
1817,401121,Q99,CSCI,Threshold75,0.79,4,96
1818,401121,Q99,CSCI,Threshold75,0.92,4,96
1922,402020,Q99,CSCI,Threshold50,0.79,4,96
1976,402021,Q99,CSCI,Threshold50,0.79,4,96
2078,402023,Q99,ASCI,Threshold75,0.86,4,96
2141,402030,Q99,CSCI,Threshold75,0.79,4,96
2244,402040,Q99,CSCI,Threshold25,0.92,4,96
2511,403010,Q99,ASCI,Threshold75,0.94,4,96
2514,403010,Q99,CSCI,Threshold25,0.92,4,96
2573,403011,Q99,CSCI,Threshold75,0.79,4,96
2618,403020,Q99,ASCI,Threshold75,0.86,4,96
2735,404010,Q99,CSCI,Threshold75,0.79,4,96
2943,501011,Q99,ASCI,Threshold75,0.94,4,96
3213,502030,Q99,ASCI,Threshold75,0.94,4,96
10,101010,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
19,101010,Q99,ASCI,Threshold25,0.75,0,100
20,101010,Q99,ASCI,Threshold25,0.86,0,100
22,101010,Q99,ASCI,Threshold50,0.75,0,100
23,101010,Q99,ASCI,Threshold50,0.86,0,100
25,101010,Q99,ASCI,Threshold75,0.75,0,100
26,101010,Q99,ASCI,Threshold75,0.86,0,100
28,101010,Q99,CSCI,Threshold25,0.63,0,100
29,101010,Q99,CSCI,Threshold25,0.79,0,100
31,101010,Q99,CSCI,Threshold50,0.63,0,100
32,101010,Q99,CSCI,Threshold50,0.79,0,100
34,101010,Q99,CSCI,Threshold75,0.63,0,100
35,101010,Q99,CSCI,Threshold75,0.79,0,100
55,101011,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
56,101011,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
58,101011,DS_Dur_WS,ASCI,Threshold50,0.75,0,100
64,101011,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
67,101011,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
73,101011,Q99,ASCI,Threshold25,0.75,0,100
74,101011,Q99,ASCI,Threshold25,0.86,0,100
76,101011,Q99,ASCI,Threshold50,0.75,0,100
77,101011,Q99,ASCI,Threshold50,0.86,0,100
79,101011,Q99,ASCI,Threshold75,0.75,0,100
80,101011,Q99,ASCI,Threshold75,0.86,0,100
82,101011,Q99,CSCI,Threshold25,0.63,0,100
83,101011,Q99,CSCI,Threshold25,0.79,0,100
85,101011,Q99,CSCI,Threshold50,0.63,0,100
86,101011,Q99,CSCI,Threshold50,0.79,0,100
88,101011,Q99,CSCI,Threshold75,0.63,0,100
89,101011,Q99,CSCI,Threshold75,0.79,0,100
118,101012,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
127,101012,Q99,ASCI,Threshold25,0.75,0,100
128,101012,Q99,ASCI,Threshold25,0.86,0,100
129,101012,Q99,ASCI,Threshold25,0.94,0,100
130,101012,Q99,ASCI,Threshold50,0.75,0,100
131,101012,Q99,ASCI,Threshold50,0.86,0,100
133,101012,Q99,ASCI,Threshold75,0.75,0,100
134,101012,Q99,ASCI,Threshold75,0.86,0,100
136,101012,Q99,CSCI,Threshold25,0.63,0,100
137,101012,Q99,CSCI,Threshold25,0.79,0,100
139,101012,Q99,CSCI,Threshold50,0.63,0,100
140,101012,Q99,CSCI,Threshold50,0.79,0,100
142,101012,Q99,CSCI,Threshold75,0.63,0,100
143,101012,Q99,CSCI,Threshold75,0.79,0,100
163,101020,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
172,101020,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
175,101020,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
181,101020,Q99,ASCI,Threshold25,0.75,0,100
182,101020,Q99,ASCI,Threshold25,0.86,0,100
183,101020,Q99,ASCI,Threshold25,0.94,0,100
184,101020,Q99,ASCI,Threshold50,0.75,0,100
185,101020,Q99,ASCI,Threshold50,0.86,0,100
186,101020,Q99,ASCI,Threshold50,0.94,0,100
187,101020,Q99,ASCI,Threshold75,0.75,0,100
188,101020,Q99,ASCI,Threshold75,0.86,0,100
190,101020,Q99,CSCI,Threshold25,0.63,0,100
191,101020,Q99,CSCI,Threshold25,0.79,0,100
192,101020,Q99,CSCI,Threshold25,0.92,0,100
193,101020,Q99,CSCI,Threshold50,0.63,0,100
194,101020,Q99,CSCI,Threshold50,0.79,0,100
196,101020,Q99,CSCI,Threshold75,0.63,0,100
197,101020,Q99,CSCI,Threshold75,0.79,0,100
217,201010,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
218,201010,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
226,201010,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
229,201010,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
235,201010,Q99,ASCI,Threshold25,0.75,0,100
236,201010,Q99,ASCI,Threshold25,0.86,0,100
238,201010,Q99,ASCI,Threshold50,0.75,0,100
244,201010,Q99,CSCI,Threshold25,0.63,0,100
247,201010,Q99,CSCI,Threshold50,0.63,0,100
250,201010,Q99,CSCI,Threshold75,0.63,0,100
271,201020,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
272,201020,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
280,201020,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
283,201020,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
289,201020,Q99,ASCI,Threshold25,0.75,0,100
290,201020,Q99,ASCI,Threshold25,0.86,0,100
292,201020,Q99,ASCI,Threshold50,0.75,0,100
298,201020,Q99,CSCI,Threshold25,0.63,0,100
301,201020,Q99,CSCI,Threshold50,0.63,0,100
304,201020,Q99,CSCI,Threshold75,0.63,0,100
325,201030,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
326,201030,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
328,201030,DS_Dur_WS,ASCI,Threshold50,0.75,0,100
329,201030,DS_Dur_WS,ASCI,Threshold50,0.86,0,100
334,201030,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
335,201030,DS_Dur_WS,CSCI,Threshold25,0.79,0,100
337,201030,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
343,201030,Q99,ASCI,Threshold25,0.75,0,100
344,201030,Q99,ASCI,Threshold25,0.86,0,100
345,201030,Q99,ASCI,Threshold25,0.94,0,100
346,201030,Q99,ASCI,Threshold50,0.75,0,100
347,201030,Q99,ASCI,Threshold50,0.86,0,100
349,201030,Q99,ASCI,Threshold75,0.75,0,100
350,201030,Q99,ASCI,Threshold75,0.86,0,100
352,201030,Q99,CSCI,Threshold25,0.63,0,100
353,201030,Q99,CSCI,Threshold25,0.79,0,100
355,201030,Q99,CSCI,Threshold50,0.63,0,100
356,201030,Q99,CSCI,Threshold50,0.79,0,100
358,201030,Q99,CSCI,Threshold75,0.63,0,100
359,201030,Q99,CSCI,Threshold75,0.79,0,100
379,201031,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
380,201031,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
388,201031,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
391,201031,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
397,201031,Q99,ASCI,Threshold25,0.75,0,100
398,201031,Q99,ASCI,Threshold25,0.86,0,100
399,201031,Q99,ASCI,Threshold25,0.94,0,100
400,201031,Q99,ASCI,Threshold50,0.75,0,100
401,201031,Q99,ASCI,Threshold50,0.86,0,100
402,201031,Q99,ASCI,Threshold50,0.94,0,100
403,201031,Q99,ASCI,Threshold75,0.75,0,100
404,201031,Q99,ASCI,Threshold75,0.86,0,100
405,201031,Q99,ASCI,Threshold75,0.94,0,100
406,201031,Q99,CSCI,Threshold25,0.63,0,100
407,201031,Q99,CSCI,Threshold25,0.79,0,100
408,201031,Q99,CSCI,Threshold25,0.92,0,100
409,201031,Q99,CSCI,Threshold50,0.63,0,100
410,201031,Q99,CSCI,Threshold50,0.79,0,100
412,201031,Q99,CSCI,Threshold75,0.63,0,100
413,201031,Q99,CSCI,Threshold75,0.79,0,100
424,201031,SP_Tim,CSCI,Threshold25,0.63,0,100
433,201040,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
434,201040,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
436,201040,DS_Dur_WS,ASCI,Threshold50,0.75,0,100
442,201040,DS_Dur_WS,CSCI,Threshold25,0.63,0,100
445,201040,DS_Dur_WS,CSCI,Threshold50,0.63,0,100
451,201040,Q99,ASCI,Threshold25,0.75,0,100
452,201040,Q99,ASCI,Threshold25,0.86,0,100
454,201040,Q99,ASCI,Threshold50,0.75,0,100
455,201040,Q99,ASCI,Threshold50,0.86,0,100
460,201040,Q99,CSCI,Threshold25,0.63,0,100
461,201040,Q99,CSCI,Threshold25,0.79,0,100
463,201040,Q99,CSCI,Threshold50,0.63,0,100
466,201040,Q99,CSCI,Threshold75,0.63,0,100
487,201041,DS_Dur_WS,ASCI,Threshold25,0.75,0,100
488,201041,DS_Dur_WS,ASCI,Threshold25,0.86,0,100
