"","StationCode","SampleID","SampleDate","H_ASCI","D_ASCI","NA","DS_Dur_WS","DS_Mag_50","DS_Mag_90","DS_Tim","FA_Dur","FA_Mag","FA_Tim","Q99","SP_Dur","SP_Mag","SP_ROC","SP_Tim","Wet_BFL_Dur","Wet_BFL_Mag_10","Wet_BFL_Mag_50","Wet_Tim"
"130","911S04086","911S04086_05/06/09_2",0005-06-09,0.80826182,0.706925027,NA,-19,0,-0.006378099,-1,NA,NA,NA,-0.0003875,0,-0.006333,-1.29e-05,-1,0.5,0.000477083,0.000270833,-6
"131","SGLT506","SGLT506_07/06/12_1",0007-06-12,0.799483384,0.716656664,NA,-9.5,-3.292041667,-4.498613334,-143,-0.5,180.3222502,-43.5,368.7030207,-3,388.7689162,-7.03e-07,0,47,-4.497995502,-11.20563542,-18
"132","SGUR103","SGUR103_07/22/10_1",NA,1.077069857,1.095691599,NA,-1,0,6.67e-05,0,NA,NA,NA,0.02213653,0,-0.02941333,-2.68e-06,0,-6,0,0,-1
"133","SGUT503","SGUT503_05/27/10_1",NA,0.834157137,0.864746237,NA,NA,0.001583333,0,0,NA,NA,NA,-0.000720006,0,-0.009666667,4.45e-07,0,-2,-0.001464587,0,2
"134","SMC00105","SMC00105_05/22/14_1",NA,0.808775915,0.822705081,NA,NA,5e-04,0.0011375,-9,NA,NA,NA,0.007759167,-9,0.0369167,9.66e-05,0,-6,0,0.00046875,6
"135","SMC00135","SMC00135_06/07/10_1",0006-07-10,1.135450661,1.254694516,NA,-22,0,2.92e-05,-14,NA,NA,NA,0,-3,0,-3.92e-07,0,0,0,0,0
"136","SMC00198","SMC00198_07/09/14_2",0007-09-14,0.665336775,0.697867078,NA,-12,0,0,-15,NA,NA,NA,35.07957499,0.5,77.2693967,-7.38e-07,21,74,-0.021583333,-0.038958333,-29
"137","SMC00206","SMC00206_06/16/15_1",NA,0.786265491,0.655808826,NA,-15,0.04671875,0.1612625,-6,NA,NA,NA,36.1485658,-66,-1.29279,4.71e-06,67,89,0,0.0021875,-26
"138","SMC00271","SMC00271_08/13/15_1",NA,1.326169906,1.196220752,NA,0,-0.000124834,-0.0002083,0,NA,NA,NA,-0.000250213,0,-0.000208,2.03e-06,0,0,-8.33e-05,-0.000125,0
"139","SMC00282","SMC00282_06/09/09_2",0006-09-09,0.963230043,0.873856229,NA,-0.5,-0.065479167,-0.0204021,0,NA,NA,NA,-0.003098213,-1,-0.0115,2.58e-06,0,0.5,0.0220833,-0.03564585,-0.5
"140","SMC00288","SMC00288_06/04/14_1",0006-04-14,0.691288182,0.735304952,NA,-33.5,0,-0.01390625,0,NA,NA,NA,1.288499886,-52,0.137770817,7.87e-05,43,44,0,0.000595834,-11.5
"141","SMC00318","SMC00318_06/15/10_1",NA,0.62059491,0.552897319,NA,-18,-6.544010834,-14.09206817,-32.5,NA,NA,NA,1634.326084,-12,1547.365875,1.25e-07,0,44,-3.44274166,-5.53335333,-11
"142","SMC00324","SMC00324_06/21/10_1",NA,0.641027473,0.572039705,NA,NA,0.001,0.00095,-92,NA,NA,NA,0,NA,72.546675,0,-4,64.5,0,-2.280021167,-67
"143","SMC00382","SMC00382_06/23/09_1",NA,0.835857175,0.842100102,NA,-7.5,0.000291667,0.00325,-34,NA,NA,NA,4.5482467,-67,2.909708333,0.000109929,38,-10,0,-0.033875,-20
"144","SMC00428","SMC00428_07/22/10_1",NA,1.081573827,1.075542352,NA,-3,0.01,0,1,NA,NA,NA,0.158229166,-2,0.54375,-0.384947326,-14,3.5,0.56083667,0,0
"145","SMC00436","SMC00436_05/26/09_1",NA,0.582308652,0.455117491,NA,-20,-3.56729875,-0.120783233,-1.5,0,-13.51491879,-26,715.3801298,15,947.453708,-3.45e-08,0,18,-3.186641663,-2.89841833,-10
"146","SMC00464","SMC00464_06/04/14_1",0006-04-14,0.570117137,0.604398523,NA,-1,0,0,-2,NA,NA,NA,-0.000131667,-0.5,-8.37e-05,-1.27e-06,0,-6,0,0,0
"147","SMC00476","SMC00476_06/08/09_1",0006-08-09,1.141500165,1.062161894,NA,-18,0,0,0,NA,NA,NA,0,-11,0,1.07e-06,0,0,-0.0409793,0,-1
"148","SMC00479","SMC00479_07/13/11_2",NA,0.475400764,0.579564006,NA,-5.5,0.00103125,0.001339583,-32.5,NA,NA,NA,4.92323238,-70,3.122166834,2.39e-05,40,56,0,-0.010979158,-24
"149","SMC00480","SMC00480_05/13/09_2",NA,1.247525412,1.205546912,NA,0,-4.17e-05,-0.000291667,0,NA,NA,NA,-0.000108125,0,-0.000687167,-1.04e-05,0,0,0.018418867,0.008114492,0
"150","SMC00520","SMC00520_06/25/14_1",NA,0.721871662,0.789365196,NA,-1,-0.03333,-0.031315,-1,NA,NA,NA,-0.05554347,0,-0.07841666,6.95e-07,0,0,-0.03951625,-0.07217625,-2
"151","SMC00544","SMC00544_06/22/11_1",NA,0.656026959,0.592690765,NA,0,0.000104167,-7.71e-05,0,NA,NA,NA,-0.0003325,-1,-0.000416833,1.34e-07,0,0,0,0.00234375,-1
"152","SMC00608","SMC00608_06/27/11_1",NA,0.633576939,0.614101335,NA,3,0.10121875,0.3691791,-88,0,36.18048614,-1,47.64072251,-22,20.8252917,1.13e-06,0,10,-0.664187167,-1.48777075,-5
"153","SMC00632","SMC00632_06/13/11_2",NA,0.325345644,0.450218227,NA,-6,0.003875,0.0225625,-12.5,7.5,0.135556379,-20.5,2.815534013,-28,1.692708167,3.65e-06,14.5,43.5,0,-0.04242725,-10.5
"154","SMC00684","SMC00684_06/27/11_1",NA,0.591037377,0.460496045,NA,-19,0,0,-22.5,-10,30.72840851,-45,49.05432277,-65.5,15.70664334,1.29e-05,43,63,-0.146925005,-0.564625,-24
"155","SMC00710","SMC00710_05/20/09_1",NA,0.866616192,0.808459509,NA,-140,0,0.947225003,9.5,NA,NA,NA,78.70492001,-38.5,139.7054792,0.000198058,69.5,135.5,0,0.037372917,-51
"156","SMC00748","SMC00748_06/21/11_1",NA,0.634919889,0.517282917,NA,-18,0.032333334,0.000753334,-15.5,-17,-36.2201209,-43.5,104.5622707,-49.5,30.60250083,3.56e-06,29,50.5,-0.642013698,-1.879655418,-20.5
"157","SMC00827","SMC00827_06/15/09_1",NA,0.789546908,0.691409456,NA,0,-0.011217503,-0.021222916,0,NA,NA,NA,0.49146988,0,-0.00762667,9.78e-07,0,0,-0.00738067,-0.01279333,0
"158","SMC00857","SMC00857_07/13/11_1",NA,0.33019808,0.21512319,NA,NA,0.004,-27.37779584,-8,NA,NA,NA,0,28,26.70020833,-4.13e-08,0,45,0,0,-4
"159","SMC00873","SMC00873_06/10/14_1",0006-10-14,0.812759031,0.91958176,NA,-197,0.013854165,0.026304166,-6,NA,NA,NA,22.67477483,-37,11.67716667,1.1e-05,35,76.5,-0.129412533,-0.7885625,-14
"160","SMC00899","SMC00899_07/12/11_1",0007-12-11,0.658757751,0.616763874,NA,130,-0.118291667,-0.068,-96,NA,NA,NA,25.11083542,-91,20.72164584,9.39e-05,49.5,116,-0.090756257,-0.14965625,10
"161","SMC00911","SMC00911_06/04/09_1",0006-04-09,1.139858532,1.211717265,NA,0,0.012478917,-0.001639767,0,0,0.508079221,0,-0.005579667,0,-0.0061665,-5.32e-06,0,0,0.008654183,0.013614592,0
"162","SMC00924","SMC00924_06/25/14_1",NA,0.61661351,0.603487917,NA,-6,0.01,0,1.5,-3.5,0.301632539,0,0.041333333,-30.5,0.377083316,-0.137336036,18.5,-104,0.002083333,0.2,-4
"163","SMC00957","SMC00957_07/02/10_1",0007-02-10,1.001702902,NA,NA,42.5,-0.014354165,-0.026437499,27,NA,NA,NA,20.97177813,0,68.88725,2.24e-06,0,60,-0.0237625,-0.0065,-38
"164","SMC00958","SMC00958_07/19/11_1",NA,0.624361626,0.623423578,NA,-51.5,0.000708334,0.05165,-33,NA,NA,NA,36.60494333,-54,29.36754167,2.53e-05,39,79.5,0,-0.297104134,-45
"165","SMC00963","SMC00963_07/09/14_1",0007-09-14,0.64049208,0.565606384,NA,-6,0.056541666,0.051087497,-4.5,-1.5,-5.588310453,-55,42.07334499,-42,-10.74533584,4.4e-06,46.5,68,0,-2.405333167,-11.5
"166","SMC01040","SMC01040_06/09/09_1",0006-09-09,1.061782392,1.087567502,NA,-1,-0.00374833,-0.014242,0,-0.5,-0.211265336,-1,-0.022879766,-1,-0.1957,6.53e-07,0,-3,-0.010533334,-0.007833333,-1
"167","SMC01046","SMC01046_05/21/09_1",NA,0.825303391,0.73200502,NA,-26,-0.061104166,0.56885,-5,-1,0.591503254,-4,31.32859375,-8.5,14.01471,-3e-06,8.5,12,2.197,0.787,-27
"168","SMC01096","SMC01096_06/07/10_2",0006-07-10,0.776774949,0.745930477,NA,-1,-0.037541665,-0.057187002,-1,NA,NA,NA,-0.054307834,-1,-0.068,2.09e-06,0,0,-0.033010418,0.01298,-1
"169","SMC01155","SMC01155_05/12/09_1",0005-12-09,0.520641319,0.561508906,NA,-3,0.016479184,0.012760835,-1,NA,NA,NA,-0.041837499,-1,-0.04254167,2.72e-06,0,0,0,-0.001916667,-3
"170","SMC01158","SMC01158_05/20/09_1",NA,1.025876893,NA,NA,NA,0.0115,0.082983333,-10,NA,NA,NA,9.105021661,-54,9.25791667,0.00010733,31,57.5,0,0,-26
"171","SMC01161","SMC01161_05/27/10_1",NA,0.86743083,0.719151848,NA,-17,0.016916667,-0.002287497,-64,NA,NA,NA,1.075897884,-47,4.0105417,4.61e-08,0,-1,-0.007529173,0.000291667,-16
"172","SMC01196","SMC01196_07/14/10_1",NA,0.983464921,0.947687864,NA,NA,0,0,-1,NA,NA,NA,-0.000240625,-1,-0.017187333,2.36e-06,0,0,-0.000604167,0.000427067,-1
"173","SMC01208","SMC01208_06/08/10_1",0006-08-10,0.617570071,0.496317475,NA,-3,0.226145832,1.36851656,-18.5,8,-29.89455664,-27,346.5401197,-109,133.4779458,3.88e-07,40,65,-0.006583334,-26.6052083,-90
"174","SMC01215","SMC01215_07/13/11_1",NA,0.503840448,0.493722243,NA,-1.5,4.262572083,3.149674985,-4,NA,NA,NA,206.6701851,-4,238.48471,0.000381389,0,0,0.174829,-0.585250334,-5
"175","SMC01248","SMC01248_07/26/11_1",NA,1.024848902,0.968951169,NA,0,-0.00014585,1.33e-07,0,NA,NA,NA,-0.001375,-2,-0.001875,-3.91e-06,0,0.5,0.032695733,0.02915625,0
"176","SMC01257","SMC01257_06/16/11_1",NA,0.558684309,0.706841832,NA,-7,0.004833334,0.01745,-13.5,NA,NA,NA,21.56162211,-63,15.89920833,1.65e-06,45.5,67,0,-0.2015835,-145
"177","SMC01260","SMC01260_07/16/12_1",NA,0.774528512,0.808509937,NA,-9,-3.0785675,-4.431225668,-142,-0.5,89.47891924,-43.5,358.8896307,-2,360.8020629,-1.66e-08,-3,44,-4.230053918,-12.56975083,-15
"178","SMC01320","SMC01320_06/07/10_1",0006-07-10,0.643681332,0.579855032,NA,-3,-0.024416667,-0.033105835,0,NA,NA,NA,-0.051854525,-1,-0.06654,3.5e-06,0,0,-0.013564167,-0.001091253,-1
"179","SMC01358","SMC01358_06/21/11_1",NA,0.52946756,0.514765173,NA,-15,0,0.000604167,-32,NA,NA,NA,7.426447582,-98,4.320208333,7.96e-05,45,95,0,0,-47.5
"180","SMC01413","SMC01413_07/09/12_2",0007-09-12,0.892648325,0.869284316,NA,NA,0,0,0,NA,NA,NA,0,0,-0.000125,0,0,0,0,0,0
"181","SMC01424","SMC01424_07/01/09_1",0007-01-09,1.250987839,1.222438654,NA,0,-0.005854192,-0.000504157,0,NA,NA,NA,-0.001762384,0,-0.001791667,-2.44e-05,-2,0.5,0.1035542,0.045125167,0
"182","SMC01452","SMC01452_07/15/10_1",NA,0.400145717,0.494965306,NA,NA,0,-0.00655,-35,NA,NA,NA,3.785331272,-77,1.419875,0.000263005,39,97.5,-0.0164,-0.003,-37
"183","SMC01454","SMC01454_07/16/12_2",NA,0.45363251,0.526728123,NA,-2,-0.004708334,0,-12,-11,18.60190656,-44.5,19.694577,-59,10.90433333,6.39e-06,43,59,0,1.25e-05,-60
"184","SMC01504","SMC01504_06/28/11_2",NA,1.137285486,1.092716038,NA,0,0,8.31e-08,0,NA,NA,NA,0,NA,0,-1.52e-08,NA,NA,-1.67e-07,0,0
"185","SMC01512","SMC01512_06/23/10_1",NA,0.795323558,0.818249761,NA,-67,0,-0.32,-53,NA,NA,NA,0.093673333,-54,-0.545875,-0.462068973,-3,-7,-1.322629167,0.2,-33
"186","SMC01544","SMC01544_07/14/10_1",NA,0.733245197,0.676265579,NA,-4,-0.024625,-0.03303917,0,NA,NA,NA,-0.052545152,0,-0.06266917,8.98e-06,0,0,0.015955832,-0.019853331,0
"187","SMC01567","SMC01567_06/09/10_1",0006-09-10,1.08486398,0.994112607,NA,0,-0.000447916,-0.000647745,0,NA,NA,NA,-0.000584324,0,-0.001083331,1.25e-07,0,0,0.0083291,0.006041666,0
"188","SMC01606","SMC01606_05/26/09_1",NA,0.587185975,0.63397757,NA,152.5,0.00095,0.00203125,-168.5,NA,NA,NA,7.184626701,-8.5,34.88506234,2.73e-06,40.5,67.5,-0.006939583,-0.0045,-5
"189","SMC01656","SMC01656_06/06/12_1",0006-06-12,0.641724972,0.629370293,NA,-56,0.012791668,0.053062513,-20,-3.5,0.775485063,-33,6.942123121,-90,3.158687498,1.18e-06,-4,36.5,-0.071220834,-0.091395833,-16
"190","SMC01662","SMC01662_07/09/12_1",0007-09-12,0.500303421,0.679786901,NA,-19,0.00666667,0.053258367,-33,NA,NA,NA,48.52599312,-78,34.1295,2.14e-06,36,63,0,-1.2813125,-23
"191","SMC01692","SMC01692_06/20/11_1",NA,0.576785385,0.428401008,NA,NA,0,0,0,NA,NA,NA,2.179871676,0,2.8992917,-2.49e-05,0,1,0,0,-12
"192","SMC01694","SMC01694_06/28/10_1",NA,0.599880344,0.780257763,NA,-28,0,0.217433,-66,NA,NA,NA,10.23358833,-12,1.385625,0.011235803,-3,20,-2.76,-0.31570833,-58
"193","SMC01726","SMC01726_06/30/10_1",NA,0.939237898,0.986732644,NA,-24,-1.504510417,-2.358856417,-185,NA,NA,NA,243.4110767,-0.5,197.9569167,-1.26e-06,-1,37.5,-1.158020833,-2.563937333,-14.5
"194","SMC01748","SMC01748_06/03/09_1",0006-03-09,0.711498098,0.564445971,NA,4,0.192354165,1.675641667,-7.5,-1.5,80.2094246,-38,110.7013015,-34.5,111.2896892,2.47e-07,19.5,36,0.004954167,13.99527084,-12.5
"195","SMC01772","SMC01772_07/11/12_1",0007-11-12,0.561837234,0.657382216,NA,-7,0.002916667,0,-15,NA,NA,NA,2.531108216,-46,1.073166633,6.11e-05,33,64.5,0,-0.085083333,-26
"196","SMC01808","SMC01808_06/13/11_1",NA,0.887283479,0.88175899,NA,0,-0.0003125,-7.47e-05,0,NA,NA,NA,-0.000243729,-1,-2.07e-05,3.3e-06,0,0,0.001837266,0.000645667,0
"197","SMC01860","SMC01860_05/28/09_1",NA,0.641787879,0.551582082,NA,163,-0.223770667,-0.231658667,-123.5,NA,NA,NA,171.9164552,-51,243.754875,-3.09e-05,-136,-29,-0.418999733,-0.598854,19
"198","SMC01912","SMC01912_07/12/12_1",0007-12-12,0.674912234,0.669315686,NA,56,0,0.00221875,-37,NA,NA,NA,2.856102901,-81,-0.119166667,1.31e-05,53,72,0,-0.014833332,-66
"199","SMC01934","SMC01934_06/15/12_1",NA,0.546728319,0.615239604,NA,-10,0.2432125,1.872379167,-1.5,NA,NA,NA,111.447675,-52.5,-21.75649417,1.71e-06,59,80,0.554395834,0.072208333,-7
"200","SMC01960","SMC01960_06/23/10_1",NA,0.589957346,0.560144189,NA,-65,0.069958333,0.567358333,-26,NA,NA,NA,47.32448501,-45,15.264995,1.29e-06,30,43,-9e-04,0.004458334,-5
"201","SMC01987","SMC01987_06/15/12_2",NA,0.405210503,0.531880076,NA,-60,0,0,-27,NA,NA,NA,46.64949676,-28,16.65291683,2.93e-05,39.5,133.5,0,-11.30191667,-80
"202","SMC01990","SMC01990_07/08/14_1",0007-08-14,0.662518557,0.646904453,NA,63,-2.500062333,-0.023552083,18.5,NA,NA,NA,11.723845,-5.5,36.03456267,3.62e-06,45.5,95,-0.014295834,-0.013,-39
"203","SMC02028","SMC02028_07/12/12_1",0007-12-12,0.307012706,0.310233146,NA,-4,0.086833333,0.4807664,-8,0,-0.538016788,-59,35.68812169,-14,41.29675167,3.85e-06,0,25,-0.000466667,0.056958333,-20
"204","SMC02075","SMC02075_07/17/12_1",NA,0.835344733,0.999390685,NA,0,0.007250009,0.002564575,-2,NA,NA,NA,-0.000291566,0,-0.001375,2.66e-07,0,0,0.001,0,0
"205","SMC02088","SMC02088_06/14/11_1",NA,0.816082358,0.761473478,NA,-1,0.01,0,-44,NA,NA,NA,0.570166712,-12,4.708333333,-0.049215686,-15,-24,0.92,0,1
"206","SMC02092","SMC02092_06/14/11_1",NA,0.751231509,0.684919703,NA,NA,0.001604167,0.001958331,0,NA,NA,NA,0,-1,-0.004812334,1.87e-07,0,0,-0.008254166,0,0
"207","SMC02139","SMC02139_07/17/12_1",NA,1.067766539,1.149822301,NA,-0.5,0.004114584,0.001158325,-2,NA,NA,NA,-0.000137384,0,-0.000625,1.84e-06,0,0.5,0.0006875,-0.197937505,-0.5
"208","SMC02206","SMC02206_07/19/11_1",NA,0.71504218,0.739577801,NA,-56,0,0,-9,NA,NA,NA,12.91219188,-35.5,10.2716685,0.000120799,34.5,82,0,-0.345416667,-33
"209","SMC02228","SMC02228_06/23/09_1",NA,0.353213938,0.300249847,NA,-4.5,-17.55751125,-25.9148315,11.5,NA,NA,NA,1208.445537,10,987.721333,-4.82e-07,-3,15,-12.847454,-27.6063333,-94
"210","SMC02270","SMC02270_06/30/10_1",NA,0.583945835,0.664851575,NA,48.5,0,0.000275,18.5,NA,NA,NA,0.759578333,-30.5,0.363000002,0.000191077,40.5,21,0,0.0129375,22
"211","SMC02302","SMC02302_07/15/13_1",NA,0.645194164,0.775054676,NA,-30,-9.38e-05,0.046225,15,NA,NA,NA,57.19144582,-43,62.66225167,6.54e-05,43,60,0,-0.2596875,-90
"212","SMC02436","SMC02436_05/28/09_1",NA,0.573483929,0.458163637,NA,164,-0.3245,-0.021195168,-110.5,NA,NA,NA,244.9606793,-85,117.374333,-3.09e-05,-129,-45,-0.5915,-0.661625333,-152
"213","SMC02452","SMC02452_06/30/11_1",NA,0.60844273,0.580134664,NA,200,-0.037729167,-0.02277294,-149.5,NA,NA,NA,103.1161116,-83.5,73.903625,1.37e-06,-148,NA,-0.061599966,-0.070146,-13
"214","SMC02536","SMC02536_06/29/11_1",NA,0.819133093,0.729481763,NA,-10,0,-0.257791667,-12,NA,NA,NA,6.554638331,-65,2.0565,-0.012506619,-1,26,-2.76,-0.7,-53
"215","SMC02563","SMC02563_06/24/10_2",NA,0.493304461,0.647577554,NA,2.5,0.000833334,0.0165625,-18,NA,NA,NA,3.406749783,-54,0.680708334,2.14e-05,-3,64,0,9e-04,-14
"216","SMC02568","SMC02568_06/12/12_1",0006-12-12,0.737462473,0.625777873,NA,-9,0,-0.13015,-1.5,NA,NA,NA,0,0.5,0,-0.029761905,0,4,0.2,1.5,-4
"217","SMC02591","SMC02591_07/21/11_1",NA,0.890429936,0.80762975,NA,0,-0.00025,-6.25e-05,0,NA,NA,NA,-0.000237283,0,-0.00158333,-5.13e-07,0,0,-2.5e-05,-8.32e-05,0
"218","SMC02622","SMC02622_06/15/10_1",NA,0.588342984,0.509456189,NA,-70,-4.78692,-5.16603333,-184,NA,NA,NA,1527.054943,-7,929.7133745,-4.18e-07,0,67,-5.696718335,-5.990395,-80
"219","SMC02712","SMC02712_06/07/12_1",0006-07-12,0.710822841,0.80357356,NA,-1,0,0,-1,NA,NA,NA,0,-46,0,-6.02e-06,0,-2,0,0,0
"220","SMC02884","SMC02884_06/23/10_1",NA,0.353261143,0.513603985,NA,163.5,-0.228437334,-0.239608467,-124,NA,NA,NA,181.0651818,-50.5,250.5294167,-2.76e-05,-136,-28.5,-0.4323998,-0.617666667,19
"221","SMC02902","SMC02902_08/02/11_1",0008-02-11,0.491063365,0.503358252,NA,148.5,0.00065835,0.001,-46.5,NA,NA,NA,19.97936458,-0.5,49.624501,-4.29e-06,-1,21,-0.007,-0.008,-21.5
"222","SMC02972","SMC02972_07/18/12_1",NA,1.135006279,0.94406146,NA,-4,0.01,0,2,NA,NA,NA,0,0,0,0.004729492,0,0,0.13,0,0
"223","SMC02984","SMC02984_06/23/10_1",NA,0.57589006,0.496642549,NA,-21,0,-0.34,-69,NA,NA,NA,57.56727667,-81,19.66158333,-0.176149858,20,29.5,0.0254,-0.7,-78
"224","SMC03011","SMC03011_06/13/13_1",NA,0.560483513,0.610883603,NA,-20.5,0.020375,0.054874998,-4.5,NA,NA,NA,29.20895325,-71.5,-4.771105835,6.99e-06,48.5,107.5,0.012997917,0.745229158,-31
"225","SMC03110","SMC03110_07/26/11_1",NA,0.407271023,0.314331275,NA,-48.5,0,0.467970833,-42,NA,NA,NA,165.6026733,-24.5,61.27866667,-0.220315239,36.5,84,-2.0694625,-0.54775,-32.5
"226","SMC03216","SMC03216_07/27/11_1",NA,0.984617103,0.983594137,NA,0,-0.008749667,-0.007116733,0,NA,NA,NA,-0.017180159,0.5,-0.0085,5.65e-06,0,0,-0.0074335,-0.00551025,0
"227","SMC03268","SMC03268_05/28/09_1",NA,0.460924173,0.326753969,NA,162.5,-0.2535,-0.095408133,-123,NA,NA,NA,354.15856,-78.5,299.3909567,-2.89e-05,-138,-13.5,-0.790154167,-0.827956667,19
"228","SMC03280","SMC03280_08/11/11_1",0008-11-11,1.050676142,1.094679658,NA,-3,-0.0065835,-0.013020833,0,NA,NA,NA,-0.007545,-1,-0.008353833,1.05e-06,0,-1,-0.0065666,-0.0076045,0
"229","SMC03401","SMC03401_07/08/13_1",0007-08-13,0.689801992,0.716067745,NA,NA,-0.001,0,-13,NA,NA,NA,0.258477439,-1,0.2889583,0.000621249,0,1,0,0.002166668,-1
"230","SMC03438","SMC03438_07/02/12_1",0007-02-12,0.598657549,0.635875856,NA,-13,0,-0.32,-3,NA,NA,NA,1.185333333,-46,-0.719625,-0.263927498,-5,-6,-0.288541667,0.0153125,-5
"231","SMC03523","SMC03523_06/11/13_2",0006-11-13,0.457330054,0.519377316,NA,-49,0.004572918,0,-7,NA,NA,NA,32.00198773,-58.5,3.402833335,1.23e-05,68,102,0,-2.788906084,-28
"232","SMC03929","SMC03929_07/05/12_1",0007-05-12,0.388840554,0.442270907,NA,-59,0,0,6.5,NA,NA,NA,102.5607117,-16,43.69845834,1.19e-06,35,63.5,-1.355333333,-0.322145833,-13
"233","SMC03984","SMC03984_06/18/12_1",NA,0.919787625,1.024797919,NA,0,-0.0060835,-0.003887834,0,NA,NA,NA,-0.002492393,0,-0.00675,-7.74e-07,0,0,-0.002858567,-0.021479499,0
"234","SMC04000","SMC04000_07/30/12_1",NA,1.15506295,1.20877982,NA,0,-0.0002917,-0.000591647,-1,NA,NA,NA,-0.000444883,0,-0.001375,-2.34e-06,0,0,-0.000545833,-0.000302075,0
"235","SMC04008","SMC04008_06/19/12_1",NA,0.481897593,0.528744508,NA,-48,0.066791665,0.5992875,-44,NA,NA,NA,90.92531411,-49.5,61.40249754,7.24e-07,26,43.5,-77.81189584,-8.4617708,-15.5
"236","SMC04134","SMC04134_07/26/11_1",NA,0.627057749,0.510260616,NA,NA,0,0,0,NA,NA,NA,881.5086173,0,1583.94635,-0.003189415,0,0,0,459.5721667,0
"237","SMC04175","SMC04175_06/11/09_1",0006-11-09,0.781867053,0.687515917,NA,0,-0.004344999,-0.032348582,-49,NA,NA,NA,5.148842312,-5,12.47142085,1.73e-07,0,-1,0.042985416,-0.003562501,-8
"238","SMC04204","SMC04204_07/11/12_1",0007-11-12,0.878227598,0.91970473,NA,-25.5,-0.02,-0.62,-9,NA,NA,NA,0.003560417,-0.5,0.00666665,-0.003481314,0,0,-0.484,0,-32
"239","SMC04239","SMC04239_06/11/09_1",0006-11-09,0.951553535,1.053473222,NA,-150,0.129394999,0.008274987,-24,NA,NA,NA,10.12632393,-3,33.0612705,3.25e-08,0,0,0.130095,-0.090020834,0
"240","SMC04294","SMC04294_07/11/13_1",0007-11-13,0.481251264,0.425923432,NA,-4,-0.03733335,-0.077,-19,NA,NA,NA,34.67317291,0.5,78.2297325,-3.25e-07,21,74.5,-0.021433333,-0.038062483,-29.5
"241","SMC04308","SMC04308_06/17/09_1",NA,0.676360235,0.585706514,NA,47,0,-6.309707,-192,NA,NA,NA,43.14431462,-123,78.94698085,3.96e-07,-1,35.5,-0.157872932,-0.134322917,-24.5
"242","SMC04383","SMC04383_06/09/10_1",0006-09-10,1.175953336,1.102503531,NA,0,-0.000510417,-8e-04,-1,NA,NA,NA,-0.000719988,0,-0.000708166,3.89e-07,0,0,0.017154117,0.008083167,0
"243","SMC04399","SMC04399_06/11/09_1",0006-11-09,0.629090949,0.495360805,NA,1.5,0.821729167,1.515438336,-12,NA,NA,NA,15.651008,-12,17.5354165,0.000478724,0,0,0.034812484,1.155915,0
"244","SMC04426","SMC04426_07/25/11_1",NA,1.027784583,0.851452761,NA,0,-0.003625333,-0.004137234,0,NA,NA,NA,-0.003666665,0,-0.004041333,-3.04e-06,0,0,-0.003910417,-0.009874834,-2
"245","SMC04441","SMC04441_07/19/13_1",NA,0.524790949,0.594440622,NA,-85,0,0,11,NA,NA,NA,14.83271,-11.5,8.431437667,8.98e-06,0,57.5,0,-0.245666667,-16.5
"246","SMC04682","SMC04682_07/25/11_1",NA,0.842105821,0.561342698,NA,NA,-0.001,-0.0019625,-2,NA,NA,NA,-6e-05,-2,-0.004375,-9.5e-08,0,1.5,0,-0.001,-1.5
"247","SMC04749","SMC04749_06/23/09_1",NA,0.605961793,0.512469123,NA,84.5,0.001041667,0.006,-35,NA,NA,NA,22.6038275,-1,35.64079999,9.59e-06,-1,24,-0.03899585,-0.010135417,-24
"248","SMC04756","SMC04756_07/07/10_1",0007-07-10,0.369182377,0.416029155,NA,166,-0.0777085,0.0082623,-123,NA,NA,NA,185.098948,-75,89.90295867,-3.45e-05,-142,-14,-0.339370834,-0.313333,4.5
"249","SMC04806","SMC04806_07/11/13_1",0007-11-13,0.700601045,0.669829538,NA,NA,0.000666667,0.580247917,18,-2,57.25464754,-27,82.16994836,-22,36.83958333,0.000236068,62,139,0,0.207502084,-38
"250","SMC04880","SMC04880_06/06/12_1",0006-06-12,0.772872785,0.802712006,NA,-9,0,0,-10,NA,NA,NA,-8.35e-05,-41,-8.3e-05,-1.76e-07,0,-2,0,0,0
"251","SMC05146","SMC05146_07/10/12_1",0007-10-12,0.761573338,0.711499331,NA,0,-0.126645817,-0.03998749,0,NA,NA,NA,-0.006556667,0,-0.016898499,1.02e-06,0,-0.5,0.031633367,-0.07145835,0.5
"252","SMC05165","SMC05165_07/12/11_2",0007-12-11,0.973691554,0.864818247,NA,-73,0,0.205758333,-19,NA,NA,NA,1.27744,-5,-1.692916667,-0.48955016,-5,17,-2.07,-0.59875,-34
"253","SMC05199","SMC05199_07/06/11_1",0007-06-11,0.86810701,0.889520671,NA,-2.5,-0.002427082,-0.105071749,-2,NA,NA,NA,5.206833012,0,15.57106255,3.61e-09,0,0,0.010395833,-0.010416833,-13
"254","SMC05230","SMC05230_07/02/12_1",0007-02-12,0.275324329,0.271648498,NA,137,-5.437542918,-1.981438669,-81,NA,NA,NA,2506.961838,-16,1512.185106,-7.81e-06,-4,16,-2.96606667,-0.64808333,-76
